,Unnamed: 0,id,homeTacklesTotalHT,homeShotsTotalHT,awayDispossessedFT,awayPassSuccessFT,awayRatingsFT,awayDribbleSuccessFT,awayDribblesAttemptedHT,awayTeamLineUp,awayShotsBlockedHT,awayShotsTotalHT,homeDribbleSuccessHT,homeFoulsCommitedFT,homeAerialsTotalFT,homeRatingsHT,awayShotsOnTargetFT,awayShotsBlockedFT,homeInterceptionsHT,awayPossessionHT,homePassesKeyFT,awayShotsOnTargetHT,awayDribblesWonFT,awayTackleSuccessHT,homeCornersTotalFT,homeAerialsTotalHT,homeShotsBlockedFT,awayCornersTotalHT,homeCornersTotalHT,homeDribbleSuccessFT,homeTeamLineUp,awayPassSuccessHT,awayDribblesWonHT,homeDispossessedHT,awayAerialsTotalFT,homeShotsBlockedHT,awayPassesKeyFT,homeTackleSuccessHT,awayPassesKeyHT,homeFormation,awayInterceptionsHT,awayDispossessedHT,refereeName,homeDribblesWonHT,homePossessionFT,awayAerialsTotalHT,awayGoalHT,awayManagerName,awayInterceptionsFT,homeDribbledPastFT,homeGoalHT,awayDribbleSuccessHT,homeGoalFT,awayTacklesTotalHT,homeDribblesWonFT,awayTackleSuccessFT,awayTeam,homeDispossessedFT,awayOffsidesCaughtFT,awayDribbledPastFT,homeShotsOnTargetHT,awayFormation,awayOffsidesCaughtHT,homeDribbledPastHT,awayFoulsCommitedHT,homeShotsTotalFT,homePassSuccessFT,homeFoulsCommitedHT,awayCornersTotalFT,homeTeam,homeManagerName,awayFoulsCommitedFT,homeShotsOnTargetFT,homeDribblesAttemptedHT,awayRatingsHT,homeOffsidesCaughtHT,homeTacklesTotalFT,awayDribbledPastHT,awayGoalFT,homePassesKeyHT,homeOffsidesCaughtFT,homePossessionHT,venueName,awayDribblesAttemptedFT,homeInterceptionsFT,homePassSuccessHT,date,awayTacklesTotalFT,homeRatingsFT,homeDribblesAttemptedFT,homeTackleSuccessFT,awayPossessionFT,awayShotsTotalFT,division
1093,1094,1094,23,6,16.0,72.1,6.28,45.24,17,"Lukasz Fabianski,Angel Rangel,Federico Fernández,Ashley Williams,Jordi Amat,Jack Cork,Jonjo Shelvey,Ki Sung-yueng,Gylfi Sigurdsson,Nélson Oliveira,Wayne Routledge",1.0,5.0,38.89,6,30,6.4,6.0,2.0,8,53.67,15,3.0,13.0,61.11,6.0,17,2.0,1.0,4.0,63.73,"Kasper Schmeichel,Robert Huth,Wes Morgan,Marcin Wasilewski,Marc Albrighton,Esteban Cambiasso,Andy King,Jeffrey Schlupp,Andrej Kramaric,Leonardo Ulloa,Jamie Vardy",73.38,7.0,0,30,2.0,9.0,69.44,5.0,343,8,6.0,Lee Probert,3.0,44.72,17,0,Garry Monk,14,13.0,1,42.31,2,8,13.0,50.83,Swansea,6,3.0,13.0,1.0,41212,3.0,7.0,3,18,55.52,4,3.0,Leicester,Nigel Pearson,5,6.0,8.0,6.07,0.0,45,3.0,0,6,0.0,46.33,King Power Stadium,29,21,55.0,2015-04-18,27,6.72,21.0,73.81,55.28,10.0,EPL
1094,1095,1095,14,3,15.0,89.69,6.41,40.48,9,"David de Gea,Antonio Valencia,Chris Smalling,Patrick McNair,Luke Shaw,Ander Herrera,Juan Mata,Marouane Fellaini,Wayne Rooney,Ashley Young,Falcao",2.0,5.0,33.33,13,31,6.22,2.0,5.0,5,66.41,4,0.0,10.0,81.82,3.0,16,3.0,5.0,2.0,47.78,"Thibaut Courtois,Branislav Ivanovic,Gary Cahill,John Terry,César Azpilicueta,Kurt Zouma,Nemanja Matic,Oscar,Cesc Fàbregas,Eden Hazard,Didier Drogba",89.18,6.0,6,31,2.0,15.0,61.54,5.0,4231,9,5.0,Mike Dean,2.0,33.41,16,0,Louis van Gaal,18,10.0,1,62.5,1,12,10.0,72.92,Man Utd,12,3.0,10.0,1.0,4141,0.0,6.0,5,7,59.45,3,7.0,Chelsea,José Mourinho,11,2.0,6.0,6.25,1.0,39,2.0,0,1,2.0,33.59,Stamford Bridge,24,9,66.02,2015-04-18,31,6.53,19.0,75.0,66.59,15.0,EPL
1095,1096,1096,12,8,7.0,66.55,6.1,41.03,9,"Adrián,Carl Jenkinson,Winston Reid,James Collins,Aaron Cresswell,Alexandre Song,Cheikhou Kouyaté,Mark Noble,Stewart Downing,Carlton Cole,Enner Valencia",1.0,3.0,66.67,10,27,6.3,3.0,3.0,5,41.69,15,2.0,7.0,77.78,6.0,15,8.0,2.0,2.0,50.0,"Joe Hart,Pablo Zabaleta,Martín Demichelis,Eliaquim Mangala,Aleksandar Kolarov,Fernando,Frank Lampard,Jesús Navas,Yaya Touré,David Silva,Sergio Agüero",67.05,3.0,6,27,4.0,6.0,70.0,3.0,4231,7,3.0,Anthony Taylor,2.0,60.33,15,0,Sam Allardyce,14,7.0,2,33.33,2,9,4.0,78.95,West Ham,11,4.0,4.0,2.0,433,1.0,3.0,3,18,79.99,6,3.0,Man City,Manuel Pellegrini,6,3.0,3.0,6.03,2.0,23,2.0,0,5,5.0,58.31,Etihad Stadium,16,13,80.74,2015-04-19,19,6.58,8.0,70.37,39.67,9.0,EPL
1096,1097,1097,16,4,10.0,69.53,6.72,66.67,8,"Hugo Lloris,Eric Dier,Federico Fazio,Jan Vertonghen,Nabil Bentaleb,Mousa Dembélé,Ryan Mason,Erik Lamela,Christian Eriksen,Nacer Chadli,Harry Kane",6.0,11.0,40.0,12,35,6.06,3.0,9.0,1,58.56,8,3.0,12.0,83.33,3.0,16,2.0,2.0,0.0,66.67,"Tim Howard,Seamus Coleman,Phil Jagielka,John Stones,Brendan Galloway,James McCarthy,Gareth Barry,Kevin Mirallas,Ross Barkley,Leon Osman,Romelu Lukaku",77.07,6.0,8,35,1.0,14.0,65.38,9.0,4231,12,8.0,Jonathan Moss,2.0,44.59,16,1,Mauricio Pochettino,22,12.0,0,71.43,0,13,11.0,56.52,Tottenham,10,4.0,11.0,1.0,4231,2.0,6.0,2,9,61.25,2,5.0,Everton,Roberto Martinez,8,1.0,5.0,6.44,1.0,27,2.0,1,4,2.0,41.44,Goodison Park,17,8,64.63,2015-05-24,26,6.19,17.0,58.7,55.41,16.0,EPL
1097,1098,1098,33,5,34.0,74.26,6.53,58.73,13,"Michel Vorm,Eric Dier,Federico Fazio,Jan Vertonghen,Danny Rose,Nabil Bentaleb,Paulinho,Erik Lamela,Christian Eriksen,Nacer Chadli,Harry Kane",0.0,4.0,62.5,11,23,6.23,8.0,3.0,6,60.82,7,3.0,13.0,73.53,4.0,9,3.0,1.0,0.0,65.62,"Tim Krul,Daryl Janmaat,Fabricio Coloccini,Mike Williamson,Vurnon Anita,Mehdi Abeid,Ryan Taylor,Jack Colback,Yoan Gouffran,Ayoze Pérez,Rémy Cabella",78.35,7.0,11,23,1.0,9.0,76.0,3.0,433,5,20.0,Kevin Friend,5.0,45.05,9,1,Mauricio Pochettino,14,13.0,0,58.33,1,19,13.0,65.48,Tottenham,15,5.0,13.0,3.0,4231,2.0,7.0,7,11,59.86,5,3.0,Newcastle,John Carver,13,5.0,8.0,6.26,1.0,57,5.0,3,4,1.0,39.18,St. James' Park,24,18,64.13,2015-04-19,34,6.44,19.0,76.74,54.95,14.0,EPL
1098,1099,1099,23,3,18.0,77.38,6.34,74.44,10,"Joe Hart,Bacary Sagna,Martín Demichelis,Vincent Kompany,Gaël Clichy,Jesús Navas,Fernandinho,Yaya Touré,David Silva,Sergio Agüero,Edin Dzeko",2.0,10.0,16.67,11,41,6.25,4.0,8.0,6,68.6,3,2.0,15.0,88.89,4.0,19,1.0,5.0,1.0,25.83,"Julian Speroni,Joel Ward,Damien Delaney,Scott Dann,Martin Kelly,Joe Ledley,Wilfried Zaha,Jason Puncheon,James McArthur,Yannick Bolasie,Glenn Murray",77.42,8.0,3,41,0.0,20.0,65.38,10.0,4141,5,13.0,Michael Oliver,1.0,32.5,19,0,Manuel Pellegrini,14,15.0,1,86.11,2,9,8.0,78.47,Man City,5,0.0,8.0,2.0,442,0.0,8.0,5,5,56.38,6,13.0,Crystal Palace,Alan Pardew,11,3.0,6.0,6.2,0.0,39,1.0,1,2,2.0,31.4,Selhurst Park,21,11,53.63,2015-04-06,31,6.6,26.0,61.11,67.5,22.0,EPL
1099,1100,1100,9,14,10.0,54.16,6.59,54.55,3,"Robert Green,Mauricio Isla,Nedum Onuoha,Steven Caulker,Clint Hill,Matthew Phillips,Sandro,Joey Barton,Niko Kranjcar,Bobby Zamora,Charlie Austin",2.0,6.0,75.0,8,60,6.26,5.0,3.0,4,38.68,14,2.0,6.0,78.79,7.0,30,5.0,2.0,6.0,69.23,"Brad Guzan,Leandro Bacuna,Ciaran Clark,Ron Vlaar,Kieran Richardson,Carlos Sánchez,Fabian Delph,Tom Cleverley,Gabriel Agbonlahor,Christian Benteke,Jack Grealish",53.49,1.0,10,60,3.0,11.0,93.75,6.0,433,8,6.0,Craig Pawson,4.0,61.8,30,1,Chris Ramsey,11,6.0,2,33.33,3,15,12.0,72.99,QPR,23,2.0,12.0,5.0,442,0.0,1.0,8,21,66.19,4,3.0,Aston Villa,Tim Sherwood,12,7.0,5.0,6.32,3.0,21,4.0,3,9,4.0,61.32,Villa Park,11,7,62.45,2015-04-07,39,6.5,16.0,72.5,38.2,11.0,EPL
1100,1101,1101,9,5,13.0,67.39,6.41,44.44,3,"Tim Howard,Seamus Coleman,Phil Jagielka,John Stones,Leighton Baines,Gareth Barry,Aaron Lennon,James McCarthy,Ross Barkley,Leon Osman,Arouna Koné",0.0,4.0,83.33,18,39,6.22,8.0,2.0,4,51.25,6,4.0,4.0,50.0,3.0,17,4.0,4.0,2.0,80.0,"Lukasz Fabianski,Angel Rangel,Federico Fernández,Ashley Williams,Neil Taylor,Jack Cork,Jonjo Shelvey,Ki Sung-yueng,Gylfi Sigurdsson,Bafétimbi Gomis,Wayne Routledge",65.55,1.0,4,39,3.0,10.0,87.5,4.0,41212,7,6.0,Michael Oliver,5.0,49.48,17,1,Roberto Martinez,15,4.0,0,33.33,1,10,8.0,63.64,Everton,12,1.0,8.0,1.0,4141,0.0,1.0,5,11,65.01,6,6.0,Swansea,Garry Monk,12,3.0,6.0,6.15,1.0,22,5.0,1,4,2.0,48.75,Liberty Stadium,9,10,70.36,2015-04-11,22,6.42,10.0,80.95,50.52,12.0,EPL
1101,1102,1102,9,8,13.0,53.23,6.62,50.0,4,"Brad Guzan,Leandro Bacuna,Ciaran Clark,Ron Vlaar,Kieran Richardson,Carlos Sánchez,Fabian Delph,Tom Cleverley,Gabriel Agbonlahor,Christian Benteke,Jack Grealish",2.0,6.0,66.67,11,37,6.18,3.0,2.0,11,40.62,13,1.0,7.0,63.16,9.0,17,2.0,1.0,4.0,53.85,"Michel Vorm,Vlad Chiriches,Federico Fazio,Eric Dier,Danny Rose,Nabil Bentaleb,Ryan Mason,Andros Townsend,Nacer Chadli,Christian Eriksen,Harry Kane",51.22,2.0,11,37,0.0,9.0,81.25,6.0,4231,13,5.0,Lee Probert,12.0,55.11,17,1,Tim Sherwood,17,7.0,0,50.0,0,28,19.0,64.35,Aston Villa,18,2.0,19.0,3.0,433,1.0,2.0,3,14,71.94,3,6.0,Tottenham,Mauricio Pochettino,12,3.0,17.0,6.32,3.0,26,12.0,1,7,5.0,59.38,White Hart Lane,13,18,71.42,2015-04-11,51,6.32,33.0,78.95,44.89,11.0,EPL
1102,1103,1103,7,4,8.0,62.6,6.42,60.0,5,"Kasper Schmeichel,Ritchie de Laet,Robert Huth,Wes Morgan,Jeffrey Schlupp,Marc Albrighton,Esteban Cambiasso,Matthew James,Jamie Vardy,David Nugent,Leonardo Ulloa",0.0,4.0,0.0,15,57,6.35,4.0,2.0,8,50.36,7,1.0,12.0,100.0,4.0,27,1.0,3.0,2.0,50.0,"Boaz Myhill,Craig Dawson,Joleon Lescott,Gareth McAuley,Chris Brunt,Craig Gardner,Claudio Yacob,Darren Fletcher,James Morrison,Brown Ideye,Saido Berahino",54.0,3.0,10,57,0.0,11.0,57.14,4.0,442,8,2.0,Martin Atkinson,0.0,46.4,27,1,Nigel Pearson,15,12.0,2,60.0,2,13,3.0,92.5,Leicester,20,3.0,3.0,3.0,4411,1.0,3.0,6,8,49.93,9,6.0,West Brom,Tony Pulis,14,5.0,3.0,6.17,0.0,28,0.0,3,4,0.0,49.64,The Hawthorns,20,13,50.19,2015-04-11,26,6.54,6.0,57.14,53.6,12.0,EPL
1103,1104,1104,18,7,7.0,70.67,6.23,58.82,13,"Asmir Begovic,Geoff Cameron,Philipp Wollscheid,Ryan Shawcross,Marc Wilson,Steven N'Zonzi,Glenn Whelan,Marko Arnautovic,Charlie Adam,Victor Moses,Jonathan Walters",3.0,8.0,60.0,17,47,6.41,2.0,6.0,7,61.85,8,0.0,11.0,57.14,4.0,21,3.0,5.0,1.0,62.5,"Adrián,Carl Jenkinson,Winston Reid,James Collins,Aaron Cresswell,Alexandre Song,Cheikhou Kouyaté,Mark Noble,Stewart Downing,Enner Valencia,Diafra Sakho",71.41,8.0,2,47,2.0,12.0,53.33,6.0,41212,4,5.0,Roger East,4.0,37.85,21,0,Mark Hughes,4,11.0,1,62.5,1,8,6.0,62.5,Stoke,5,4.0,6.0,2.0,4231,1.0,8.0,6,11,50.78,9,10.0,West Ham,Sam Allardyce,13,3.0,6.0,6.05,0.0,26,4.0,1,5,2.0,38.15,Boleyn Ground,19,10,49.18,2015-04-11,14,6.57,9.0,56.82,62.15,18.0,EPL
1104,1105,1105,12,4,13.0,63.76,6.45,50.0,7,"Steve Harper,James Chester,Michael Dawson,Alex Bruce,Paul McShane,Ahmed Elmohamady,Jake Livermore,Tom Huddlestone,Stephen Quinn,Sone Aluko,Dame N'Doye",5.0,11.0,0.0,7,39,6.26,4.0,5.0,13,44.52,4,2.0,6.0,100.0,2.0,29,2.0,2.0,2.0,37.5,"Kelvin Davis,Toby Alderweireld,Maya Yoshida,Jose Fonte,Ryan Bertrand,Morgan Schneiderlin,Victor Wanyama,Shane Long,Steven Davis,Sadio Mané,Graziano Pellè",57.63,4.0,9,39,0.0,12.0,68.18,8.0,4231,7,5.0,Kevin Friend,0.0,52.24,29,0,Steve Bruce,18,6.0,0,57.14,2,13,4.0,88.24,Hull,15,0.0,4.0,2.0,442,0.0,4.0,3,9,71.32,5,5.0,Southampton,Ronald Koeman,11,4.0,4.0,6.31,0.0,25,0.0,0,1,2.0,55.48,St. Mary's Stadium,12,21,64.91,2015-04-11,24,6.51,9.0,78.26,47.76,15.0,EPL
1105,1106,1106,27,5,14.0,58.78,6.79,56.48,21,"Julian Speroni,Joel Ward,Damien Delaney,Scott Dann,Pape Souaré,Mile Jedinak,Jason Puncheon,James McArthur,Wilfried Zaha,Glenn Murray,Yannick Bolasie",3.0,4.0,33.33,15,28,6.19,5.0,6.0,12,51.24,9,0.0,21.0,87.5,8.0,20,4.0,2.0,2.0,80.0,"Costel Pantilimon,Billy Jones,Santiago Vergini,John O'Shea,Patrick van Aanholt,Jordi Gómez,Jack Rodwell,Lee Cattermole,Jermain Defoe,Steven Fletcher,Connor Wickham",51.65,12.0,7,28,1.0,8.0,61.84,1.0,433,13,6.0,Anthony Taylor,1.0,52.21,20,0,Alan Pardew,24,21.0,0,51.56,1,10,10.0,65.91,Crystal Palace,15,0.0,10.0,1.0,433,0.0,12.0,8,12,63.01,9,4.0,Sunderland,Dick Advocaat,17,3.0,3.0,6.24,0.0,49,1.0,4,4,0.0,48.76,Stadium of Light,35,19,62.68,2015-04-11,27,6.18,12.0,58.84,47.79,14.0,EPL
1106,1107,1107,12,4,14.0,74.6,6.84,91.11,8,"David Ospina,Héctor Bellerín,Laurent Koscielny,Per Mertesacker,Nacho Monreal,Francis Coquelin,Santiago Cazorla,Aaron Ramsey,Mesut Özil,Alexis Sánchez,Olivier Giroud",2.0,8.0,42.86,15,63,6.13,5.0,6.0,7,60.86,6,3.0,17.0,72.22,1.0,30,3.0,1.0,0.0,52.94,"Tom Heaton,Kieran Trippier,Jason Shackell,Michael Duff,Ben Mee,George Boyd,David Jones,Scott Arfield,Ashley Barnes,Danny Ings,Sam Vokes",71.07,8.0,3,63,2.0,9.0,35.0,2.0,442,11,4.0,Mike Dean,3.0,35.29,30,1,Arsène Wenger,27,17.0,0,100.0,0,10,9.0,63.64,Arsenal,7,2.0,9.0,2.0,4231,1.0,8.0,5,8,56.38,12,6.0,Burnley,Sean Dyche,7,4.0,7.0,6.5,1.0,33,3.0,1,2,3.0,39.14,Turf Moor,19,18,57.31,2015-04-11,24,6.39,17.0,50.67,64.71,17.0,EPL
1107,1108,1108,11,4,12.0,66.25,6.41,59.09,4,"Víctor Valdés,Antonio Valencia,Chris Smalling,Phil Jones,Marcos Rojo,Daley Blind,Juan Mata,Ander Herrera,Ashley Young,Ángel Di María,Wayne Rooney",2.0,4.0,33.33,12,33,6.2,1.0,3.0,4,58.77,9,0.0,7.0,88.89,8.0,17,5.0,0.0,4.0,50.0,"Steve Harper,Paul McShane,Michael Dawson,James Chester,Ahmed Elmohamady,Robbie Brady,David Meyler,Stephen Quinn,Tom Huddlestone,Nikica Jelavic,Dame N'Doye",68.95,1.0,7,33,1.0,6.0,90.0,4.0,352,8,7.0,Lee Probert,1.0,46.07,17,0,Louis van Gaal,17,7.0,0,25.0,0,10,5.0,80.0,Man Utd,13,0.0,5.0,2.0,4141,0.0,1.0,6,16,63.18,5,1.0,Hull,Steve Bruce,15,6.0,3.0,6.2,3.0,24,1.0,0,3,6.0,41.23,The KC Stadium,12,9,54.74,2015-05-24,22,6.33,9.0,71.43,53.93,7.0,EPL
1108,1109,1109,15,6,17.0,58.22,6.53,59.38,7,"Thibaut Courtois,Branislav Ivanovic,Gary Cahill,John Terry,César Azpilicueta,Ramires,Nemanja Matic,Willian,Cesc Fàbregas,Eden Hazard,Didier Drogba",1.0,3.0,41.67,12,55,6.21,1.0,2.0,13,56.26,12,0.0,11.0,72.22,5.0,32,6.0,2.0,3.0,52.38,"Robert Green,Mauricio Isla,Nedum Onuoha,Steven Caulker,Clint Hill,Matthew Phillips,Sandro,Joey Barton,Karl Henry,Bobby Zamora,Charlie Austin",59.69,5.0,2,55,2.0,6.0,68.06,3.0,442,3,8.0,Andre Marriner,3.0,44.48,32,0,José Mourinho,7,11.0,0,71.43,0,8,5.0,83.33,Chelsea,13,3.0,5.0,1.0,4231,2.0,5.0,2,15,50.06,6,6.0,QPR,Chris Ramsey,6,4.0,6.0,6.27,2.0,36,3.0,1,5,4.0,43.74,Loftus Road Stadium,19,17,46.03,2015-04-12,22,6.41,9.0,71.91,55.52,9.0,EPL
1109,1110,1110,13,3,11.0,59.07,6.31,60.0,8,"Joe Hart,Pablo Zabaleta,Martín Demichelis,Vincent Kompany,Gaël Clichy,Jesús Navas,Fernandinho,Yaya Touré,David Silva,James Milner,Sergio Agüero",3.0,7.0,61.11,9,31,6.31,3.0,4.0,12,46.88,7,2.0,7.0,50.0,1.0,18,3.0,4.0,0.0,43.18,"David de Gea,Antonio Valencia,Phil Jones,Chris Smalling,Daley Blind,Michael Carrick,Juan Mata,Marouane Fellaini,Ander Herrera,Ashley Young,Wayne Rooney",57.36,6.0,2,31,1.0,9.0,51.85,6.0,4141,6,5.0,Mark Clattenburg,7.0,54.84,18,1,Manuel Pellegrini,19,7.0,2,71.43,4,13,12.0,66.67,Man City,8,3.0,12.0,2.0,4411,1.0,6.0,9,11,74.21,3,5.0,Man Utd,Louis van Gaal,16,7.0,11.0,6.23,2.0,22,7.0,2,2,3.0,53.12,Old Trafford,11,29,67.72,2015-04-12,34,6.75,26.0,70.37,45.16,10.0,EPL
1110,1111,1111,17,7,14.0,74.24,6.21,57.14,13,"Simon Mignolet,Mamadou Sakho,Emre Can,Kolo Touré,Jordan Henderson,Lucas Leiva,Joe Allen,Alberto Moreno,Philippe Coutinho,Lazar Markovic,Raheem Sterling",1.0,3.0,42.31,7,17,6.35,2.0,2.0,15,37.07,13,0.0,15.0,69.44,6.0,8,2.0,1.0,3.0,56.25,"David Ospina,Héctor Bellerín,Laurent Koscielny,Per Mertesacker,Nacho Monreal,Francis Coquelin,Santiago Cazorla,Aaron Ramsey,Mesut Özil,Alexis Sánchez,Olivier Giroud",65.82,6.0,7,17,0.0,12.0,71.15,4.0,4231,5,4.0,Anthony Taylor,7.0,51.52,8,0,Brendan Rodgers,9,15.0,3,36.36,4,22,15.0,60.22,Liverpool,13,3.0,15.0,5.0,3421,2.0,6.0,4,16,72.47,3,5.0,Arsenal,Arsène Wenger,9,10.0,15.0,6.14,2.0,39,7.0,1,6,4.0,62.93,Emirates Stadium,25,26,83.24,2015-04-04,40,6.77,27.0,63.33,48.48,13.0,EPL
1111,1112,1112,12,3,16.0,71.08,6.14,90.0,6,"Allan McGregor,Paul McShane,Michael Dawson,Alex Bruce,Ahmed Elmohamady,Robbie Brady,David Meyler,Gastón Ramírez,Jake Livermore,Dame N'Doye,Abel Hernández",1.0,2.0,50.0,11,29,6.37,1.0,5.0,8,47.72,5,0.0,11.0,66.67,4.0,13,1.0,2.0,1.0,38.89,"Lukasz Fabianski,Kyle Naughton,Federico Fernández,Ashley Williams,Neil Taylor,Jonjo Shelvey,Jack Cork,Ki Sung-yueng,Wayne Routledge,Bafétimbi Gomis,Gylfi Sigurdsson",75.7,6.0,3,29,0.0,8.0,48.15,2.0,41212,11,6.0,Andre Marriner,3.0,54.03,13,0,Steve Bruce,14,11.0,2,100.0,3,10,4.0,79.17,Hull,9,1.0,4.0,3.0,352,1.0,6.0,7,9,78.5,3,7.0,Swansea,Garry Monk,14,4.0,7.0,6.06,1.0,28,3.0,1,0,2.0,52.28,Liberty Stadium,12,13,80.7,2015-04-04,20,6.55,11.0,62.32,45.97,10.0,EPL
1112,1113,1113,6,9,10.0,56.0,6.79,75.0,5,"Robert Green,Mauricio Isla,Nedum Onuoha,Steven Caulker,Yun Suk-Young,Matthew Phillips,Sandro,Joey Barton,Eduardo Vargas,Bobby Zamora,Charlie Austin",1.0,7.0,57.14,6,45,6.04,7.0,3.0,8,43.47,16,4.0,8.0,72.22,2.0,21,4.0,2.0,1.0,66.67,"Boaz Myhill,Chris Baird,Joleon Lescott,Gareth McAuley,Chris Brunt,Craig Gardner,James Morrison,Darren Fletcher,Stéphane Sessegnon,Brown Ideye,Saido Berahino",59.98,3.0,5,45,1.0,8.0,50.0,5.0,442,8,1.0,Lee Probert,4.0,56.74,21,3,Chris Ramsey,15,8.0,0,62.5,1,12,8.0,67.59,QPR,12,3.0,8.0,1.0,442,1.0,3.0,5,21,67.42,1,4.0,West Brom,Tony Pulis,15,6.0,7.0,6.43,2.0,21,4.0,4,8,3.0,56.53,The Hawthorns,11,15,66.44,2015-04-04,24,6.18,12.0,60.53,43.26,12.0,EPL
1113,1114,1114,14,8,13.0,70.92,6.37,80.0,6,"Kelvin Davis,Nathaniel Clyne,Toby Alderweireld,Jose Fonte,Ryan Bertrand,Morgan Schneiderlin,Victor Wanyama,Shane Long,James Ward-Prowse,Eljero Elia,Graziano Pellè",1.0,7.0,50.0,12,39,6.4,2.0,2.0,5,52.5,8,2.0,9.0,70.0,4.0,16,4.0,4.0,4.0,47.22,"Tim Howard,Seamus Coleman,Phil Jagielka,John Stones,Leighton Baines,James McCarthy,Gareth Barry,Aaron Lennon,Ross Barkley,Leon Osman,Arouna Koné",70.17,5.0,7,39,3.0,9.0,71.21,5.0,4231,10,8.0,Lee Mason,6.0,44.94,16,0,Ronald Koeman,23,9.0,1,80.0,1,19,9.0,71.15,Southampton,13,2.0,9.0,1.0,4231,1.0,5.0,8,10,60.61,6,10.0,Everton,Roberto Martinez,17,1.0,12.0,6.18,0.0,24,6.0,0,6,0.0,47.5,Goodison Park,11,13,64.13,2015-04-04,32,6.62,19.0,66.67,55.06,11.0,EPL
1114,1115,1115,12,6,12.0,60.33,6.57,77.78,6,"Adrián,Carl Jenkinson,Winston Reid,James Collins,Aaron Cresswell,Alexandre Song,Cheikhou Kouyaté,Mark Noble,Stewart Downing,Kevin Nolan,Diafra Sakho",0.0,6.0,33.33,12,71,6.32,7.0,0.0,9,55.71,18,4.0,9.0,81.82,7.0,29,4.0,3.0,2.0,59.09,"Kasper Schmeichel,Ritchie de Laet,Robert Huth,Wes Morgan,Jeffrey Schlupp,Esteban Cambiasso,Matthew James,Riyad Mahrez,David Nugent,Jamie Vardy,Leonardo Ulloa",61.51,4.0,5,71,2.0,12.0,70.0,5.0,4231,7,6.0,Mark Clattenburg,2.0,49.21,29,1,Sam Allardyce,12,9.0,1,60.0,2,11,7.0,69.05,West Ham,11,1.0,7.0,2.0,4321,0.0,4.0,2,20,55.97,8,6.0,Leicester,Nigel Pearson,10,7.0,6.0,6.26,2.0,23,2.0,1,4,3.0,44.29,King Power Stadium,11,22,55.28,2015-04-04,23,6.51,12.0,65.0,50.79,14.0,EPL
1115,1116,1116,11,10,11.0,59.3,6.38,50.0,5,"Brad Guzan,Alan Hutton,Jores Okore,Ciaran Clark,Matthew Lowton,Charles N'Zogbia,Carlos Sánchez,Fabian Delph,Andreas Weimann,Christian Benteke,Gabriel Agbonlahor",1.0,2.0,44.45,15,27,6.23,2.0,1.0,7,31.63,14,1.0,6.0,73.33,10.0,10,4.0,0.0,5.0,69.7,"David de Gea,Antonio Valencia,Marcos Rojo,Phil Jones,Daley Blind,Michael Carrick,Juan Mata,Marouane Fellaini,Ander Herrera,Ashley Young,Wayne Rooney",61.78,2.0,4,27,4.0,5.0,81.82,2.0,4141,8,6.0,Roger East,5.0,70.87,10,0,Tim Sherwood,17,6.0,1,40.0,3,13,10.0,69.17,Aston Villa,12,2.0,10.0,4.0,442,1.0,2.0,2,20,85.03,8,2.0,Man Utd,Louis van Gaal,12,7.0,9.0,6.24,0.0,22,5.0,1,6,0.0,68.37,Old Trafford,11,10,85.8,2015-04-04,26,6.59,14.0,76.19,29.13,5.0,EPL
1116,1117,1117,6,12,8.0,67.07,6.38,71.43,3,"Asmir Begovic,Geoff Cameron,Philipp Wollscheid,Ryan Shawcross,Marc Wilson,Stephen Ireland,Steven N'Zonzi,Glenn Whelan,Charlie Adam,Jonathan Walters,Mame Biram Diouf",1.0,3.0,75.0,5,35,6.23,2.0,2.0,4,37.37,15,1.0,5.0,55.0,9.0,20,3.0,0.0,5.0,75.0,"Thibaut Courtois,Branislav Ivanovic,Gary Cahill,John Terry,César Azpilicueta,Nemanja Matic,Cesc Fàbregas,Willian,Oscar,Eden Hazard,Loïc Remy",62.56,3.0,4,35,2.0,5.0,50.0,2.0,4231,10,3.0,Jonathan Moss,7.0,60.76,20,1,Mark Hughes,15,5.0,1,100.0,2,13,13.0,62.88,Stoke,14,1.0,13.0,4.0,442,0.0,3.0,10,19,79.56,3,0.0,Chelsea,José Mourinho,22,10.0,9.0,6.21,1.0,15,7.0,1,9,2.0,62.63,Stamford Bridge,7,8,81.6,2015-04-04,31,6.44,17.0,67.86,39.24,7.0,EPL
