,Unnamed: 0,id,homeTacklesTotalHT,homeShotsTotalHT,awayDispossessedFT,awayPassSuccessFT,awayRatingsFT,awayDribbleSuccessFT,awayDribblesAttemptedHT,awayTeamLineUp,awayShotsBlockedHT,awayShotsTotalHT,homeDribbleSuccessHT,homeFoulsCommitedFT,homeAerialsTotalFT,homeRatingsHT,awayShotsOnTargetFT,awayShotsBlockedFT,homeInterceptionsHT,awayPossessionHT,homePassesKeyFT,awayShotsOnTargetHT,awayDribblesWonFT,awayTackleSuccessHT,homeCornersTotalFT,homeAerialsTotalHT,homeShotsBlockedFT,awayCornersTotalHT,homeCornersTotalHT,homeDribbleSuccessFT,homeTeamLineUp,awayPassSuccessHT,awayDribblesWonHT,homeDispossessedHT,awayAerialsTotalFT,homeShotsBlockedHT,awayPassesKeyFT,homeTackleSuccessHT,awayPassesKeyHT,homeFormation,awayInterceptionsHT,awayDispossessedHT,refereeName,homeDribblesWonHT,homePossessionFT,awayAerialsTotalHT,awayGoalHT,awayManagerName,awayInterceptionsFT,homeDribbledPastFT,homeGoalHT,awayDribbleSuccessHT,homeGoalFT,awayTacklesTotalHT,homeDribblesWonFT,awayTackleSuccessFT,awayTeam,homeDispossessedFT,awayOffsidesCaughtFT,awayDribbledPastFT,homeShotsOnTargetHT,awayFormation,awayOffsidesCaughtHT,homeDribbledPastHT,awayFoulsCommitedHT,homeShotsTotalFT,homePassSuccessFT,homeFoulsCommitedHT,awayCornersTotalFT,homeTeam,homeManagerName,awayFoulsCommitedFT,homeShotsOnTargetFT,homeDribblesAttemptedHT,awayRatingsHT,homeOffsidesCaughtHT,homeTacklesTotalFT,awayDribbledPastHT,awayGoalFT,homePassesKeyHT,homeOffsidesCaughtFT,homePossessionHT,venueName,awayDribblesAttemptedFT,homeInterceptionsFT,homePassSuccessHT,date,awayTacklesTotalFT,homeRatingsFT,homeDribblesAttemptedFT,homeTackleSuccessFT,awayPossessionFT,awayShotsTotalFT,division
24,25,25,12,11,13.0,68.46,6.5,39.29,6,"Artur Boruc,Nathaniel Clyne,Maya Yoshida,Jos Hooiveld,Luke Shaw,Morgan Schneiderlin,Jack Cork,Jay Rodriguez,Steven Davis,Adam Lallana,Rickie Lambert",2.0,4.0,41.67,13,42,6.14,3.0,3.0,9,50.01,8,1.0,6.0,68.75,7.0,22,4.0,0.0,4.0,32.5,"Robert Elliot,Mathieu Debuchy,Fabricio Coloccini,Steven Taylor,Davide Santon,Yohan Cabaye,Cheick Tioté,Jonás Gutiérrez,Moussa Sissoko,Yoan Gouffran,Papiss Demba Cissé",61.15,3.0,5,42,2.0,9.0,75.0,4.0,4231,12,6.0,Chris Foy,3.0,43.2,22,1,Mauricio Pochettino,23,6.0,2,50.0,4,12,8.0,80.25,Southampton,13,3.0,8.0,3.0,4231,3.0,3.0,8,14,61.07,1,3.0,Newcastle,Alan Pardew,15,4.0,7.0,6.4,2.0,28,3.0,2,7,5.0,49.99,St James' Park,15,14,67.14,2013-02-24,35,6.51,22.0,79.55,56.8,11.0,EPL
25,26,26,14,12,15.0,63.66,6.38,68.18,6,"Brad Guzan,Matthew Lowton,Ciaran Clark,Nathan Baker,Joe Bennett,Ashley Westwood,Fabian Delph,Andreas Weimann,Charles N'Zogbia,Gabriel Agbonlahor,Christian Benteke",1.0,3.0,50.0,7,27,6.49,3.0,2.0,11,37.37,23,2.0,9.0,62.5,12.0,10,8.0,0.0,1.0,64.29,"Wojciech Szczesny,Carl Jenkinson,Thomas Vermaelen,Per Mertesacker,Nacho Monreal,Abou Diaby,Mikel Arteta,Theo Walcott,Jack Wilshere,Santiago Cazorla,Olivier Giroud",72.12,4.0,3,27,4.0,8.0,69.7,3.0,4231,14,8.0,Martin Atkinson,5.0,64.33,10,0,Paul Lambert,25,9.0,1,66.67,2,13,14.0,53.7,Aston Villa,8,3.0,14.0,3.0,4231,2.0,4.0,5,26,83.17,6,3.0,Arsenal,Arsene Wenger,10,7.0,10.0,6.11,3.0,28,5.0,1,9,3.0,62.63,Emirates Stadium,13,21,83.15,2013-02-23,31,6.77,23.0,70.29,35.67,8.0,EPL
26,27,27,10,9,14.0,61.8,6.53,73.08,5,"Ben Foster,Steven Reid,Jonas Olsson,Gareth McAuley,Liam Ridgewell,Claudio Yacob,Youssouf Mulumbu,Graham Dorrans,James Morrison,Chris Brunt,Shane Long",0.0,0.0,60.0,10,25,6.17,3.0,1.0,4,39.42,17,0.0,10.0,75.0,13.0,13,9.0,2.0,6.0,56.94,"José Reina,Glen Johnson,Daniel Agger,Jamie Carragher,José Enrique,Lucas Leiva,Steven Gerrard,Stewart Downing,Jonjo Shelvey,Jordan Henderson,Luis Suárez",61.53,4.0,6,25,3.0,4.0,56.25,0.0,4231,13,5.0,Jonathan Moss,3.0,58.94,13,0,Steve Clarke,21,10.0,0,87.5,0,11,8.0,74.67,West Brom,17,1.0,8.0,3.0,4231,0.0,4.0,5,25,69.64,5,5.0,Liverpool,Brendan Rodgers,11,7.0,5.0,6.23,3.0,29,3.0,2,7,4.0,60.58,Anfield,15,10,74.03,2013-02-11,32,6.34,15.0,60.87,41.06,5.0,EPL
27,28,28,11,22,8.0,71.09,6.02,40.0,6,"Michel Vorm,Dwight Tiendalli,Garry Monk,Kyle Bartley,Ben Davies,Kemy Agustien,Leon Britton,Pablo Hernández,Jonathan de Guzmán,Roland Lamah,Itay Shechter",1.0,2.0,31.25,7,16,6.29,2.0,1.0,6,48.94,23,1.0,4.0,81.82,10.0,9,9.0,1.0,5.0,57.5,"José Reina,Glen Johnson,Daniel Agger,Jamie Carragher,José Enrique,Lucas Leiva,Steven Gerrard,Stewart Downing,Luis Suárez,Philippe Coutinho,Daniel Sturridge",72.33,2.0,4,16,7.0,3.0,85.19,2.0,4231,14,5.0,Howard Webb,3.0,52.24,9,0,Michael Laudrup,25,4.0,1,33.33,5,13,13.0,56.0,Swansea,6,3.0,13.0,4.0,4231,3.0,2.0,4,35,80.01,5,1.0,Liverpool,Brendan Rodgers,9,10.0,9.0,6.17,0.0,18,3.0,0,14,1.0,51.06,Anfield,10,18,78.36,2013-02-17,29,6.88,23.0,77.78,47.76,3.0,EPL
28,29,29,15,8,20.0,59.93,6.31,37.5,3,"Tim Krul,Mathieu Debuchy,Fabricio Coloccini,Steven Taylor,Davide Santon,Yohan Cabaye,James Perch,Jonás Gutiérrez,Moussa Sissoko,Yoan Gouffran,Papiss Demba Cissé",2.0,4.0,50.0,6,36,6.34,3.0,4.0,9,44.4,12,1.0,5.0,65.0,11.0,19,4.0,3.0,4.0,52.78,"Hugo Lloris,Kyle Walker,Michael Dawson,Steven Caulker,Kyle Naughton,Mousa Dembélé,Scott Parker,Aaron Lennon,Lewis Holtby,Gareth Bale,Clint Dempsey",62.4,1.0,4,36,2.0,6.0,95.83,3.0,4231,6,12.0,Phil Dowd,4.0,53.06,19,1,Alan Pardew,13,5.0,1,33.33,2,12,10.0,56.82,Newcastle,6,2.0,10.0,1.0,4231,2.0,1.0,4,18,69.35,1,5.0,Tottenham,Andre Villas-Boas,11,5.0,8.0,6.15,3.0,33,4.0,1,4,4.0,55.6,White Hart Lane,13,20,70.54,2013-02-09,25,6.59,19.0,87.18,46.94,10.0,EPL
29,30,30,13,5,16.0,75.12,6.23,30.0,3,"Tim Howard,Philip Neville,John Heitinga,Phil Jagielka,Leighton Baines,Steven Pienaar,Darron Gibson,Leon Osman,Kevin Mirallas,Marouane Fellaini,Victor Anichebe",6.0,9.0,62.5,13,22,6.49,2.0,6.0,17,59.08,7,1.0,2.0,80.77,7.0,10,1.0,3.0,2.0,65.0,"David de Gea,Rafael,Nemanja Vidic,Jonny Evans,Patrice Evra,Phil Jones,Tom Cleverley,Antonio Valencia,Wayne Rooney,Ryan Giggs,Robin van Persie",74.5,1.0,10,22,0.0,6.0,90.91,5.0,4231,11,10.0,Mark Halsey,3.0,44.69,10,0,David Moyes,21,2.0,2,33.33,2,15,7.0,77.08,Everton,17,1.0,7.0,2.0,4411,0.0,1.0,7,11,66.58,8,6.0,Man Utd,Alex Ferguson,11,6.0,5.0,6.1,4.0,22,3.0,0,5,4.0,40.92,Old Trafford,6,27,69.47,2013-02-10,29,6.84,12.0,92.11,55.31,11.0,EPL
30,31,31,18,6,27.0,66.25,6.34,61.11,4,"Jussi Jääskeläinen,Emanuel Pogatetz,Winston Reid,James Tomkins,Joey O'Brien,Mohamed Diamé,Mark Noble,Matthew Taylor,Kevin Nolan,Joe Cole,Andy Carroll",0.0,3.0,50.0,18,39,6.22,4.0,5.0,8,45.17,6,0.0,7.0,80.95,4.0,22,2.0,0.0,3.0,40.0,"Brad Guzan,Matthew Lowton,Ciaran Clark,Ron Vlaar,Nathan Baker,Fabian Delph,Ashley Westwood,Jordan Bowery,Charles N'Zogbia,Andreas Weimann,Christian Benteke",63.58,3.0,10,39,1.0,9.0,78.57,2.0,4231,9,14.0,Mark Clattenburg,4.0,45.26,22,0,Sam Allardyce,14,7.0,0,75.0,2,17,5.0,85.9,West Ham,18,3.0,5.0,1.0,3421,0.0,3.0,7,10,64.0,7,10.0,Aston Villa,Paul Lambert,13,3.0,7.0,6.21,3.0,39,4.0,1,4,5.0,54.83,Villa Park,12,14,71.87,2013-02-10,30,6.52,12.0,80.86,54.74,15.0,EPL
31,32,32,10,10,21.0,68.17,6.13,68.75,1,"Joe Hart,Pablo Zabaleta,Javi García,Joleon Lescott,Gaël Clichy,Samir Nasri,Gareth Barry,Yaya Touré,David Silva,Sergio Agüero,Edin Dzeko",2.0,4.0,38.89,12,44,6.54,4.0,3.0,14,55.48,12,2.0,6.0,65.0,6.0,23,4.0,1.0,5.0,50.0,"Artur Boruc,Nathaniel Clyne,Maya Yoshida,Jos Hooiveld,Daniel Fox,Morgan Schneiderlin,Jack Cork,Jason Puncheon,Steven Davis,Jay Rodriguez,Rickie Lambert",68.13,0.0,2,44,3.0,5.0,100.0,2.0,4231,11,9.0,Martin Atkinson,4.0,43.31,23,1,Roberto Mancini,22,6.0,2,0.0,3,12,10.0,67.31,Man City,10,3.0,10.0,4.0,4411,2.0,0.0,7,15,58.45,9,6.0,Southampton,Mauricio Pochettino,14,4.0,10.0,5.97,4.0,30,4.0,1,7,6.0,44.53,St. Mary's Stadium,9,24,57.56,2013-02-09,30,6.82,20.0,78.0,56.69,8.0,EPL
32,33,33,11,6,16.0,55.34,6.33,57.14,5,"Adam Federici,Stephen Kelly,Alex Pearce,Adrian Mariappa,Ian Harte,Hope Akpan,Jimmy Kébé,Jobi McAnuff,Mikele Leigertwood,Nick Blackman,Pavel Pogrebnyak",0.0,1.0,50.0,10,107,6.26,2.0,3.0,3,41.01,8,0.0,4.0,66.67,11.0,53,3.0,0.0,8.0,56.25,"Asmir Begovic,Ryan Shotton,Robert Huth,Ryan Shawcross,Andy Wilkinson,Michael Kightly,Steven N'Zonzi,Glenn Whelan,Jonathan Walters,Matthew Etherington,Peter Crouch",55.92,3.0,2,107,2.0,3.0,77.78,0.0,451,6,6.0,Michael Oliver,2.0,56.56,53,0,Brian McDermott,9,4.0,0,60.0,2,6,5.0,67.86,Reading,7,2.0,5.0,2.0,4141,1.0,3.0,2,12,59.29,5,3.0,Stoke,Tony Pulis,5,6.0,4.0,6.17,0.0,23,2.0,1,4,0.0,58.99,Britannia Stadium,7,4,54.48,2013-02-09,16,6.57,9.0,85.0,43.44,7.0,EPL
33,34,34,10,9,10.0,61.18,6.08,45.45,5,"Julio César,Nedum Onuoha,Christopher Samba,Clint Hill,Armand Traore,Stéphane Mbia,Shaun Derry,Andros Townsend,Jermaine Jenas,Jamie Mackie,Adel Taarabt",0.0,0.0,0.0,9,33,6.45,4.0,8.0,12,31.06,9,0.0,6.0,100.0,5.0,13,4.0,0.0,3.0,33.33,"Michel Vorm,Angel Rangel,Chico Flores,Ashley Williams,Ben Davies,Jonathan de Guzmán,Ki Sung-yueng,Nathan Dyer,Wayne Routledge,Pablo Hernández,Michu",58.83,1.0,6,33,3.0,13.0,94.44,0.0,4231,10,5.0,Neil Swarbrick,0.0,59.62,13,0,Harry Redknapp,26,6.0,2,12.5,4,11,5.0,78.95,QPR,8,0.0,5.0,5.0,4231,0.0,1.0,7,15,78.91,4,2.0,Swansea,Michael Laudrup,11,9.0,5.0,5.95,2.0,23,0.0,1,4,3.0,68.94,Liberty Stadium,13,23,88.29,2013-02-09,22,6.74,14.0,77.5,40.38,18.0,EPL
34,35,35,17,6,10.0,61.16,6.52,46.15,9,"Asmir Begovic,Ryan Shotton,Robert Huth,Ryan Shawcross,Marc Wilson,Jonathan Walters,Steven N'Zonzi,Dean Whitehead,Charlie Adam,Cameron Jerome,Peter Crouch",2.0,4.0,66.67,8,53,6.06,3.0,4.0,7,48.66,8,1.0,6.0,63.64,5.0,25,5.0,2.0,2.0,35.71,"Simon Mignolet,Craig Gardner,John O'Shea,Carlos Cuéllar,Danny Rose,James McClean,Alfred N'Diaye,Sebastian Larsson,Adam Johnson,Jack Colback,Danny Graham",59.29,5.0,6,53,2.0,10.0,67.86,3.0,451,3,8.0,Lee Mason,4.0,49.27,25,1,Tony Pulis,8,6.0,0,55.56,1,12,5.0,76.19,Stoke,8,3.0,5.0,0.0,4411,1.0,5.0,7,15,61.65,5,6.0,Sunderland,Paolo Di Canio,11,3.0,6.0,6.32,0.0,23,4.0,1,5,0.0,51.34,Stadium of Light,13,16,65.27,2013-05-06,22,6.23,14.0,72.5,50.73,12.0,EPL
35,36,36,19,3,6.0,72.36,6.78,70.0,17,"Wojciech Szczesny,Carl Jenkinson,Bacary Sagna,Per Mertesacker,Nacho Monreal,Mikel Arteta,Aaron Ramsey,Theo Walcott,Jack Wilshere,Santiago Cazorla,Olivier Giroud",1.0,10.0,65.0,6,41,6.28,8.0,2.0,17,62.57,10,7.0,17.0,59.52,11.0,17,2.0,1.0,1.0,58.33,"Simon Mignolet,Craig Gardner,John O'Shea,Titus Bramble,Danny Rose,Lee Cattermole,Stéphane Sessegnon,Alfred N'Diaye,Jack Colback,Adam Johnson,Steven Fletcher",78.68,12.0,7,41,0.0,16.0,35.71,8.0,4141,9,2.0,Anthony Taylor,8.0,47.17,17,1,Arsène Wenger,14,17.0,0,75.0,0,19,12.0,63.89,Arsenal,11,1.0,12.0,1.0,4231,0.0,12.0,8,15,69.5,2,2.0,Sunderland,Martin O'Neill,13,6.0,12.0,6.42,3.0,31,8.0,1,3,5.0,37.43,Stadium of Light,25,21,70.7,2013-02-09,31,6.41,20.0,46.15,52.83,19.0,EPL
36,37,37,9,6,11.0,68.93,6.39,66.67,3,"Mark Schwarzer,Stanislav Manolev,Brede Hangeland,Philippe Senderos,John Arne Riise,Bryan Ruiz,Emmanuel Frimpong,Steve Sidwell,Damien Duff,Dimitar Berbatov,Hugo Rodallega",1.0,2.0,62.5,10,39,6.15,1.0,4.0,4,51.63,12,0.0,6.0,64.29,3.0,15,4.0,3.0,0.0,50.0,"Mark Bunn,Russell Martin,Sebastien Bassong,Michael Turner,Javier Garrido,Robert Snodgrass,Alexander Tettey,Bradley Johnson,Elliott Bennett,Wes Hoolahan,Luciano Becchio",71.21,2.0,6,39,1.0,4.0,81.25,1.0,4411,5,6.0,Howard Webb,5.0,47.61,15,0,Martin Jol,15,6.0,0,66.67,0,14,9.0,74.14,Fulham,15,0.0,9.0,1.0,4411,0.0,2.0,8,15,61.78,3,4.0,Norwich,Chris Hughton,16,4.0,8.0,6.16,0.0,20,5.0,0,5,2.0,48.37,Carrow Road,9,11,66.65,2013-02-09,33,6.31,18.0,71.05,52.39,7.0,EPL
37,38,38,6,1,14.0,65.15,6.15,20.0,2,"Jussi Jääskeläinen,James Tomkins,Winston Reid,James Collins,Joey O'Brien,Matthew Taylor,Gary O'Neil,Mark Noble,Matthew Jarvis,Kevin Nolan,Carlton Cole",0.0,5.0,75.0,18,47,6.32,3.0,2.0,7,61.46,2,2.0,1.0,68.75,2.0,24,0.0,1.0,0.0,55.56,"Adam Federici,Chris Gunter,Alex Pearce,Adrian Mariappa,Ian Harte,Jimmy Kébé,Jem Karacan,Mikele Leigertwood,Jobi McAnuff,Danny Guthrie,Pavel Pogrebnyak",62.47,0.0,6,47,0.0,9.0,100.0,4.0,4411,10,4.0,Michael Oliver,3.0,37.23,24,0,Sam Allardyce,17,1.0,1,0.0,1,10,5.0,83.33,West Ham,19,3.0,5.0,1.0,4411,1.0,0.0,6,3,57.63,9,2.0,Reading,Brian McDermott,10,2.0,4.0,5.96,3.0,19,3.0,0,0,5.0,38.54,Madejski Stadium,5,11,52.12,2012-12-29,28,6.5,9.0,97.22,62.77,13.0,EPL
38,39,39,8,16,8.0,65.82,6.34,33.33,1,"Ali Al Habsi,Paul Scharner,Maynor Figueroa,Gary Caldwell,Ronnie Stam,James McCarthy,James McArthur,Jean Beausejour,Roger Espinoza,Franco Di Santo,Shaun Maloney",0.0,3.0,30.0,9,20,6.35,6.0,5.0,8,43.57,23,2.0,3.0,81.25,10.0,8,7.0,3.0,6.0,25.0,"Petr Cech,César Azpilicueta,Branislav Ivanovic,Gary Cahill,Ashley Cole,David Luiz,Frank Lampard,Ramires,Oscar,Eden Hazard,Fernando Torres",63.82,1.0,3,20,5.0,12.0,87.5,1.0,4231,13,7.0,Mike Dean,2.0,55.72,8,0,Roberto Martinez,29,3.0,1,100.0,4,9,7.0,82.95,Wigan,8,3.0,7.0,5.0,343,2.0,1.0,6,27,73.39,4,6.0,Chelsea,Rafael Benitez,13,12.0,6.0,6.13,0.0,17,2.0,1,14,2.0,56.43,Stamford Bridge,9,14,73.15,2013-02-09,28,6.69,20.0,84.44,44.28,14.0,EPL
39,40,40,16,4,13.0,74.17,6.46,42.31,10,"José Reina,Glen Johnson,Daniel Agger,Jamie Carragher,José Enrique,Stewart Downing,Lucas Leiva,Steven Gerrard,Jordan Henderson,Luis Suárez,Daniel Sturridge",3.0,9.0,8.33,16,32,6.27,5.0,8.0,11,53.9,7,3.0,7.0,95.45,9.0,16,2.0,5.0,3.0,27.08,"Joe Hart,Pablo Zabaleta,Matija Nastasic,Joleon Lescott,Gaël Clichy,James Milner,Javi García,Gareth Barry,David Silva,Sergio Agüero,Edin Dzeko",73.96,6.0,5,32,0.0,19.0,62.5,9.0,4411,6,6.0,Anthony Taylor,1.0,43.71,16,1,Brendan Rodgers,14,7.0,1,64.29,2,12,4.0,87.96,Liverpool,12,2.0,4.0,2.0,4411,2.0,6.0,5,11,65.26,8,10.0,Man City,Roberto Mancini,9,3.0,7.0,6.24,0.0,29,1.0,2,2,0.0,46.1,Etihad Stadium,16,20,71.03,2013-02-03,23,6.48,11.0,78.99,56.29,22.0,EPL
40,41,41,18,4,10.0,84.57,6.56,61.36,14,"Hugo Lloris,Kyle Walker,Jan Vertonghen,Michael Dawson,Benoit Assou-Ekotto,Mousa Dembélé,Scott Parker,Aaron Lennon,Gareth Bale,Clint Dempsey,Jermain Defoe",1.0,5.0,50.0,10,39,6.2,7.0,7.0,6,59.81,4,0.0,15.0,77.78,2.0,22,0.0,5.0,2.0,60.0,"Ben Foster,Steven Reid,Jonas Olsson,Gareth McAuley,Goran Popov,Graham Dorrans,Claudio Yacob,James Morrison,Chris Brunt,Romelu Lukaku,Shane Long",79.35,8.0,7,39,0.0,18.0,51.28,4.0,442,7,4.0,Mark Clattenburg,2.0,34.32,22,0,Andre Villas-Boas,19,15.0,0,59.09,0,11,3.0,75.0,Tottenham,9,2.0,3.0,2.0,4231,2.0,8.0,3,5,54.07,7,17.0,West Brom,Steve Clarke,8,3.0,4.0,6.25,3.0,35,2.0,1,3,6.0,40.19,The Hawthorns,25,12,60.09,2013-02-03,14,6.32,5.0,55.75,65.68,21.0,EPL
41,42,42,15,5,16.0,77.5,6.57,37.5,7,"David de Gea,Rafael,Rio Ferdinand,Jonny Evans,Patrice Evra,Michael Carrick,Tom Cleverley,Antonio Valencia,Wayne Rooney,Nani,Robin van Persie",3.0,10.0,12.5,10,31,6.41,7.0,4.0,15,62.62,12,3.0,3.0,95.45,5.0,14,4.0,6.0,2.0,38.33,"Mark Schwarzer,Sascha Riether,Brede Hangeland,Philippe Senderos,John Arne Riise,Ashkan Dejagah,Giorgos Karagounis,Chris Baird,Damien Duff,Bryan Ruiz,Hugo Rodallega",85.01,2.0,7,31,1.0,10.0,87.5,5.0,4411,6,8.0,Kevin Friend,1.0,44.41,14,0,Alex Ferguson,11,3.0,0,28.57,0,12,5.0,81.75,Man Utd,12,7.0,5.0,2.0,4231,2.0,2.0,8,16,66.03,4,8.0,Fulham,Martin Jol,15,6.0,5.0,6.28,0.0,24,1.0,1,4,2.0,37.38,Craven Cottage,8,20,63.37,2013-02-02,25,6.59,13.0,87.5,55.59,16.0,EPL
42,43,43,17,4,14.0,68.79,6.46,55.26,10,"Artur Boruc,Nathaniel Clyne,Maya Yoshida,Jos Hooiveld,Luke Shaw,Morgan Schneiderlin,Jack Cork,Jason Puncheon,Gastón Ramírez,Jay Rodriguez,Rickie Lambert",1.0,5.0,41.67,7,24,6.34,2.0,6.0,19,48.37,5,0.0,12.0,84.44,8.0,13,2.0,2.0,4.0,50.0,"Ali Al Habsi,Paul Scharner,Maynor Figueroa,Gary Caldwell,Ronnie Stam,James McCarthy,James McArthur,Jean Beausejour,Roger Espinoza,Franco Di Santo,Shaun Maloney",71.65,6.0,10,24,0.0,12.0,65.48,4.0,343,17,7.0,Andre Marriner,3.0,50.71,13,0,Mauricio Pochettino,34,12.0,1,62.5,2,17,5.0,82.67,Southampton,18,2.0,5.0,2.0,4231,1.0,6.0,10,7,61.73,3,5.0,Wigan,Roberto Martinez,17,3.0,7.0,6.21,2.0,36,3.0,2,3,3.0,51.63,DW Stadium,22,36,62.04,2013-02-02,28,6.54,10.0,67.28,49.29,17.0,EPL
43,44,44,8,7,9.0,63.97,6.43,69.23,4,"Gerhard Tremmel,Angel Rangel,Chico Flores,Ashley Williams,Ben Davies,Leon Britton,Ki Sung-yueng,Pablo Hernández,Jonathan de Guzmán,Wayne Routledge,Michu",1.0,3.0,50.0,7,52,6.25,3.0,3.0,7,58.65,13,0.0,10.0,69.23,5.0,17,2.0,1.0,3.0,57.69,"Jussi Jääskeläinen,Joey O'Brien,Winston Reid,James Tomkins,Matthew Taylor,Mohamed Diamé,Mark Noble,Ricardo Vaz Te,Kevin Nolan,Matthew Jarvis,Andy Carroll",62.67,2.0,5,52,1.0,5.0,78.57,1.0,4231,10,4.0,Lee Probert,4.0,40.54,17,0,Michael Laudrup,17,10.0,0,50.0,1,13,9.0,71.15,Swansea,15,4.0,9.0,4.0,4231,1.0,2.0,5,16,59.44,4,3.0,West Ham,Sam Allardyce,10,7.0,8.0,6.22,2.0,24,4.0,0,7,2.0,41.35,Upton Park,15,14,60.78,2013-02-02,30,6.59,15.0,59.09,59.46,10.0,EPL
44,45,45,12,11,15.0,51.74,6.86,50.0,4,"Brad Guzan,Matthew Lowton,Ciaran Clark,Ron Vlaar,Joe Bennett,Karim El Ahmadi,Ashley Westwood,Andreas Weimann,Charles N'Zogbia,Gabriel Agbonlahor,Christian Benteke",2.0,5.0,37.5,7,44,6.11,3.0,2.0,7,32.78,17,2.0,4.0,87.5,15.0,23,4.0,2.0,7.0,56.25,"Tim Howard,Phil Jagielka,Sylvain Distin,John Heitinga,Leighton Baines,Kevin Mirallas,Darron Gibson,Leon Osman,Steven Pienaar,Marouane Fellaini,Victor Anichebe",51.75,3.0,9,44,4.0,8.0,77.78,5.0,4411,16,8.0,Michael Jones,2.0,66.58,23,2,Paul Lambert,34,4.0,1,66.67,3,13,5.0,81.48,Aston Villa,15,5.0,5.0,2.0,4231,2.0,3.0,12,21,73.09,3,2.0,Everton,David Moyes,23,8.0,5.0,6.53,3.0,22,2.0,3,8,5.0,67.22,Goodison Park,7,12,73.09,2013-02-02,23,6.34,9.0,86.27,33.42,8.0,EPL
45,46,46,3,14,7.0,58.76,6.5,50.0,2,"Asmir Begovic,Ryan Shotton,Robert Huth,Ryan Shawcross,Andy Wilkinson,Steven N'Zonzi,Glenn Whelan,Geoff Cameron,Jonathan Walters,Peter Crouch,Matthew Etherington",1.0,5.0,77.27,3,62,6.3,1.0,2.0,7,38.97,15,1.0,3.0,43.33,11.0,34,10.0,1.0,8.0,75.0,"Wojciech Szczesny,Bacary Sagna,Laurent Koscielny,Per Mertesacker,Nacho Monreal,Abou Diaby,Mikel Arteta,Theo Walcott,Jack Wilshere,Alex Oxlade-Chamberlain,Olivier Giroud",62.69,1.0,4,62,7.0,7.0,75.0,5.0,4231,11,1.0,Chris Foy,11.0,63.31,34,0,Tony Pulis,17,3.0,0,50.0,1,18,15.0,50.0,Stoke,8,2.0,15.0,3.0,433,0.0,1.0,4,23,82.09,1,1.0,Arsenal,Arsene Wenger,13,5.0,14.0,6.29,2.0,13,11.0,0,11,2.0,61.03,Emirates Stadium,6,16,83.03,2013-02-02,27,6.58,19.0,81.82,36.69,7.0,EPL
46,47,47,5,13,9.0,67.45,6.3,54.17,3,"Boaz Myhill,Gabriel Tamas,Jonas Olsson,Craig Dawson,Billy Jones,Liam Ridgewell,Claudio Yacob,Youssouf Mulumbu,James Morrison,Romelu Lukaku,Markus Rosenberg",1.0,8.0,100.0,10,37,6.26,7.0,5.0,9,40.68,19,4.0,7.0,62.5,6.0,15,9.0,2.0,5.0,83.33,"Joe Hart,Micah Richards,Joleon Lescott,Kolo Touré,Aleksandar Kolarov,James Milner,Javi García,Jack Rodwell,Samir Nasri,Carlos Tévez,Edin Dzeko",56.78,2.0,6,37,5.0,14.0,60.0,6.0,4411,4,2.0,Phil Dowd,3.0,51.98,15,0,Steve Clarke,9,7.0,1,66.67,1,9,5.0,68.75,West Brom,11,1.0,5.0,3.0,352,0.0,2.0,6,24,66.93,6,8.0,Man City,Roberto Mancini,10,7.0,3.0,6.2,0.0,22,3.0,0,11,0.0,59.32,Etihad Stadium,13,17,70.12,2013-05-07,17,6.68,6.0,69.05,48.02,20.0,EPL
47,48,48,7,5,6.0,55.95,6.35,22.22,4,"Simon Mignolet,Craig Gardner,John O'Shea,Titus Bramble,Jack Colback,Alfred N'Diaye,Stéphane Sessegnon,Sebastian Larsson,David Vaughan,Adam Johnson,Steven Fletcher",1.0,6.0,50.0,13,56,6.31,6.0,2.0,7,51.19,9,4.0,2.0,83.33,6.0,29,1.0,3.0,3.0,50.0,"Adam Federici,Stephen Kelly,Alex Pearce,Adrian Mariappa,Ian Harte,Mikele Leigertwood,Jimmy Kébé,Jobi McAnuff,Hope Akpan,Garath McCleary,Pavel Pogrebnyak",55.8,1.0,7,56,0.0,9.0,93.33,4.0,4141,6,3.0,Lee Mason,2.0,50.76,29,1,Martin O'Neill,9,2.0,1,16.66,2,11,4.0,84.09,Sunderland,20,0.0,4.0,2.0,4141,0.0,1.0,10,11,62.75,5,8.0,Reading,Brian McDermott,15,3.0,4.0,6.13,0.0,14,2.0,1,5,0.0,48.81,Madejski Stadium,8,10,63.31,2013-02-02,28,6.47,8.0,88.89,49.24,12.0,EPL
