,Unnamed: 0,Unnamed: 0.1,id,homeTacklesTotalHT,homeShotsTotalHT,awayDispossessedFT,awayPassSuccessFT,awayRatingsFT,awayDribbleSuccessFT,awayDribblesAttemptedHT,awayTeamLineUp,awayShotsBlockedHT,awayShotsTotalHT,homeDribbleSuccessHT,homeFoulsCommitedFT,homeAerialsTotalFT,homeRatingsHT,awayShotsOnTargetFT,awayShotsBlockedFT,homeInterceptionsHT,awayPossessionHT,homePassesKeyFT,awayShotsOnTargetHT,awayDribblesWonFT,awayTackleSuccessHT,homeCornersTotalFT,homeAerialsTotalHT,homeShotsBlockedFT,awayCornersTotalHT,homeCornersTotalHT,homeDribbleSuccessFT,homeTeamLineUp,awayPassSuccessHT,awayDribblesWonHT,homeDispossessedHT,awayAerialsTotalFT,homeShotsBlockedHT,awayPassesKeyFT,homeTackleSuccessHT,awayPassesKeyHT,homeFormation,awayInterceptionsHT,awayDispossessedHT,refereeName,homeDribblesWonHT,homePossessionFT,awayAerialsTotalHT,awayGoalHT,awayManagerName,awayInterceptionsFT,homeDribbledPastFT,homeGoalHT,awayDribbleSuccessHT,homeGoalFT,awayTacklesTotalHT,homeDribblesWonFT,awayTackleSuccessFT,awayTeam,homeDispossessedFT,awayOffsidesCaughtFT,awayDribbledPastFT,homeShotsOnTargetHT,awayFormation,awayOffsidesCaughtHT,homeDribbledPastHT,awayFoulsCommitedHT,homeShotsTotalFT,homePassSuccessFT,homeFoulsCommitedHT,awayCornersTotalFT,homeTeam,homeManagerName,awayFoulsCommitedFT,homeShotsOnTargetFT,homeDribblesAttemptedHT,awayRatingsHT,homeOffsidesCaughtHT,homeTacklesTotalFT,awayDribbledPastHT,awayGoalFT,homePassesKeyHT,homeOffsidesCaughtFT,homePossessionHT,venueName,awayDribblesAttemptedFT,homeInterceptionsFT,homePassSuccessHT,date,awayTacklesTotalFT,homeRatingsFT,homeDribblesAttemptedFT,homeTackleSuccessFT,awayPossessionFT,awayShotsTotalFT
1289,1289,1290,1290,14,2,12.0,79.97,6.28,50.0,11,"Joe Hart,Bacary Sagna,Nicolás Otamendi,Eliaquim Mangala,Aleksandar Kolarov,Kevin De Bruyne,Fernandinho,Yaya Touré,Fabian Delph,David Silva,Sergio Agüero",2.0,7.0,66.67,5,24,6.26,6.0,6.0,10,56.4,8,1.0,9.0,60.0,4.0,10,0.0,4.0,1.0,60.53,"Petr Cech,Héctor Bellerín,Laurent Koscielny,Per Mertesacker,Nacho Monreal,Mathieu Flamini,Aaron Ramsey,Joel Campbell,Mesut Özil,Theo Walcott,Olivier Giroud",75.28,7.0,4,24,0.0,18.0,53.03,7.0,4231,10,3.0,Andre Marriner,4.0,41.37,10,0,Manuel Pellegrini,18,9.0,2,61.11,2,10,12.0,61.54,Man City,10,1.0,12.0,2.0,4411,0.0,7.0,9,8,69.75,3,8.0,Arsenal,Arsène Wenger,16,5.0,6.0,6.17,3.0,29,4.0,1,2,3.0,43.6,Emirates Stadium,17,24,78.94,2015-12-21,31,6.69,21.0,70.14,58.63,20.0
1306,1306,1307,1307,18,6,13.0,61.93,6.45,72.69,10,"Petr Cech,Héctor Bellerín,Gabriel Paulista,Laurent Koscielny,Nacho Monreal,Mohamed Elneny,Aaron Ramsey,Alexis Sánchez,Alex Iwobi,Danny Welbeck,Olivier Giroud",0.0,1.0,80.77,16,52,6.43,2.0,1.0,14,39.64,10,1.0,20.0,52.5,7.0,23,2.0,1.0,5.0,72.92,"Joe Hart,Bacary Sagna,Nicolás Otamendi,Eliaquim Mangala,Gaël Clichy,Jesús Navas,Fernando,Fernandinho,Kevin De Bruyne,Sergio Agüero,Kelechi Iheanacho",59.96,8.0,11,52,2.0,4.0,58.33,1.0,442,14,8.0,Anthony Taylor,15.0,55.27,23,1,Arsène Wenger,25,20.0,1,85.71,2,29,23.0,56.02,Arsenal,19,3.0,23.0,1.0,4231,1.0,8.0,4,14,65.86,7,2.0,Man City,Manuel Pellegrini,10,3.0,18.0,6.27,0.0,42,15.0,2,4,3.0,60.36,Etihad Stadium,29,17,74.22,2016-05-08,49,6.74,30.0,53.53,44.73,5.0
1307,1307,1308,1308,30,5,13.0,65.18,6.88,63.77,20,"David Ospina,Héctor Bellerín,Gabriel Paulista,Laurent Koscielny,Nacho Monreal,Mohamed Elneny,Francis Coquelin,Alexis Sánchez,Mesut Özil,Alex Iwobi,Danny Welbeck",2.0,7.0,66.67,7,22,6.08,3.0,4.0,11,53.97,5,3.0,19.0,59.38,7.0,11,1.0,2.0,4.0,63.64,"Joel Robles,Seamus Coleman,Phil Jagielka,Ramiro Funes Mori,Leighton Baines,Muhamed Besic,James McCarthy,Aaron Lennon,Ross Barkley,Tom Cleverley,Romelu Lukaku",71.97,15.0,5,22,1.0,8.0,52.92,7.0,4231,15,10.0,Mark Clattenburg,5.0,55.47,11,2,Arsène Wenger,30,19.0,0,76.19,0,13,8.0,75.0,Arsenal,16,3.0,8.0,1.0,4231,1.0,15.0,5,8,69.03,2,5.0,Everton,Roberto Martinez,10,2.0,8.0,6.57,1.0,42,5.0,2,2,1.0,46.03,Goodison Park,29,17,65.4,2016-03-19,29,6.18,13.0,58.07,44.53,11.0
1330,1330,1331,1331,18,10,17.0,66.15,6.37,40.62,6,"Lukasz Fabianski,Kyle Naughton,Jordi Amat,Ashley Williams,Stephen Kingsley,Leroy Fer,Jack Cork,Ki Sung-yueng,André Ayew,Bafétimbi Gomis,Wayne Routledge",2.0,5.0,71.43,8,10,6.45,2.0,4.0,8,38.83,14,1.0,9.0,61.54,7.0,6,6.0,2.0,2.0,59.65,"Petr Cech,Héctor Bellerín,Gabriel Paulista,Per Mertesacker,Nacho Monreal,Francis Coquelin,Aaron Ramsey,Joel Campbell,Mesut Özil,Alexis Sánchez,Olivier Giroud",76.58,3.0,6,10,4.0,9.0,85.71,4.0,4231,4,12.0,Robert Madley,5.0,62.43,6,1,Francesco Guidolin,9,9.0,1,50.0,1,13,13.0,61.31,Swansea,10,3.0,13.0,2.0,4312,1.0,3.0,5,17,80.74,2,3.0,Arsenal,Arsène Wenger,11,4.0,7.0,6.13,1.0,37,5.0,2,8,3.0,61.17,Emirates Stadium,20,17,82.94,2016-03-02,32,6.63,22.0,80.46,37.57,11.0
1343,1343,1344,1344,27,10,18.0,65.43,6.57,47.5,12,"David Ospina,Héctor Bellerín,Gabriel Paulista,Per Mertesacker,Kieran Gibbs,Mohamed Elneny,Francis Coquelin,Aaron Ramsey,Mesut Özil,Alexis Sánchez,Danny Welbeck",1.0,4.0,30.0,10,25,6.26,4.0,4.0,8,46.5,19,2.0,11.0,75.0,9.0,13,8.0,1.0,3.0,36.11,"Hugo Lloris,Kyle Walker,Kevin Wimmer,Toby Alderweireld,Danny Rose,Mousa Dembélé,Eric Dier,Christian Eriksen,Dele Alli,Erik Lamela,Harry Kane",64.43,4.0,6,25,5.0,7.0,83.33,3.0,4231,14,15.0,Michael Oliver,7.0,54.91,13,1,Arsène Wenger,23,11.0,0,36.36,2,25,9.0,75.0,Arsenal,12,1.0,9.0,4.0,4231,1.0,4.0,5,26,70.6,4,2.0,Tottenham,Mauricio Pochettino,10,11.0,19.0,6.37,1.0,41,7.0,2,6,2.0,53.5,White Hart Lane,23,18,67.16,2016-03-05,34,6.54,22.0,72.4,45.09,10.0
1352,1352,1353,1353,18,4,18.0,77.35,6.28,64.71,10,"Petr Cech,Héctor Bellerín,Gabriel Paulista,Laurent Koscielny,Nacho Monreal,Francis Coquelin,Aaron Ramsey,Danny Welbeck,Mesut Özil,Alexis Sánchez,Theo Walcott",2.0,7.0,66.67,21,14,6.28,5.0,3.0,4,52.72,3,2.0,11.0,55.55,2.0,8,1.0,1.0,0.0,58.33,"David de Gea,Guillermo Varela,Daley Blind,Michael Carrick,Marcos Rojo,Morgan Schneiderlin,Jesse Lingard,Ander Herrera,Juan Mata,Memphis Depay,Marcus Rashford",72.01,7.0,2,14,0.0,8.0,61.11,3.0,4141,9,8.0,Craig Pawson,4.0,40.08,8,1,Arsène Wenger,17,11.0,2,70.0,3,8,6.0,72.55,Arsenal,10,1.0,6.0,3.0,4231,1.0,7.0,9,7,64.08,10,3.0,Man Utd,Louis van Gaal,15,5.0,6.0,6.14,0.0,35,4.0,2,1,2.0,47.28,Old Trafford,17,15,66.38,2016-02-28,20,6.51,10.0,69.12,59.92,13.0
1354,1354,1355,1355,16,4,6.0,43.7,6.54,45.56,12,"Kasper Schmeichel,Danny Simpson,Robert Huth,Wes Morgan,Christian Fuchs,Riyad Mahrez,N'Golo Kanté,Daniel Drinkwater,Marc Albrighton,Shinji Okazaki,Jamie Vardy",0.0,5.0,42.86,9,47,6.27,3.0,0.0,8,34.57,19,3.0,9.0,78.03,11.0,23,6.0,1.0,6.0,50.0,"Petr Cech,Héctor Bellerín,Laurent Koscielny,Per Mertesacker,Nacho Monreal,Francis Coquelin,Aaron Ramsey,Alex Oxlade-Chamberlain,Mesut Özil,Alexis Sánchez,Olivier Giroud",51.74,4.0,14,47,2.0,6.0,77.5,4.0,4231,12,4.0,Martin Atkinson,6.0,70.29,23,1,Claudio Ranieri,26,9.0,0,29.17,2,28,16.0,68.25,Leicester,21,2.0,16.0,0.0,442,2.0,4.0,2,24,83.56,6,1.0,Arsenal,Arsène Wenger,10,6.0,14.0,6.25,4.0,26,6.0,1,4,5.0,65.43,Emirates Stadium,20,15,76.87,2016-02-14,53,6.5,32.0,64.47,29.71,7.0
1365,1365,1366,1366,9,3,16.0,58.54,6.64,30.0,4,"Fraser Forster,Cédric Soares,Virgil van Dijk,Jose Fonte,Ryan Bertrand,Victor Wanyama,Oriol Romeu,James Ward-Prowse,Sadio Mané,Dusan Tadic,Shane Long",0.0,5.0,30.56,11,25,6.23,3.0,7.0,11,38.68,19,2.0,3.0,84.12,13.0,10,5.0,3.0,2.0,58.33,"Petr Cech,Héctor Bellerín,Gabriel Paulista,Laurent Koscielny,Nacho Monreal,Mathieu Flamini,Aaron Ramsey,Joel Campbell,Mesut Özil,Alexis Sánchez,Olivier Giroud",66.71,1.0,12,25,1.0,7.0,87.5,4.0,4231,22,5.0,Lee Mason,4.0,64.59,10,0,Ronald Koeman,33,3.0,0,25.0,0,25,14.0,67.07,Southampton,20,2.0,14.0,2.0,4231,1.0,1.0,6,22,77.8,8,3.0,Arsenal,Arsène Wenger,19,11.0,13.0,6.36,0.0,26,4.0,0,3,0.0,61.32,Emirates Stadium,10,22,76.17,2016-02-02,46,6.53,26.0,87.5,35.41,14.0
1372,1372,1373,1373,7,6,10.0,56.01,6.27,22.22,4,"John Ruddy,Ivo Pinto,Sebastien Bassong,Russell Martin,Martin Olsson,Nathan Redmond,Gary O'Neil,Jonny Howson,Robbie Brady,Wes Hoolahan,Cameron Jerome",0.0,7.0,85.71,8,35,6.24,3.0,3.0,7,37.88,12,3.0,3.0,25.0,7.0,18,5.0,0.0,3.0,56.67,"Petr Cech,Héctor Bellerín,Laurent Koscielny,Per Mertesacker,Nacho Monreal,Mohamed Elneny,Aaron Ramsey,Alexis Sánchez,Mesut Özil,Alex Iwobi,Olivier Giroud",52.68,2.0,1,35,4.0,7.0,83.33,5.0,4231,6,3.0,Mike Jones,8.0,61.8,18,0,Alex Neil,16,3.0,0,33.33,1,11,12.0,59.52,Norwich,8,2.0,12.0,0.0,4411,1.0,2.0,2,14,71.4,5,3.0,Arsenal,Arsène Wenger,7,3.0,10.0,6.15,2.0,20,8.0,0,5,3.0,62.12,Emirates Stadium,10,13,71.97,2016-04-30,29,6.52,21.0,91.67,38.2,12.0
1385,1385,1386,1386,8,6,13.0,71.94,6.75,46.43,3,"Petr Cech,Héctor Bellerín,Gabriel Paulista,Laurent Koscielny,Nacho Monreal,Mathieu Flamini,Aaron Ramsey,Alex Oxlade-Chamberlain,Mesut Özil,Alexis Sánchez,Olivier Giroud",3.0,6.0,57.14,6,19,6.02,5.0,3.0,11,55.75,12,2.0,7.0,70.0,7.0,11,6.0,1.0,2.0,50.0,"Artur Boruc,Adam Smith,Steve Cook,Simon Francis,Charlie Daniels,Andrew Surman,Matt Ritchie,Harry Arter,Dan Gosling,Marc Pugh,Benik Afobe",73.73,2.0,7,19,4.0,8.0,78.57,5.0,4141,11,5.0,Kevin Friend,7.0,51.9,11,2,Arsène Wenger,26,7.0,0,66.67,0,17,11.0,69.13,Arsenal,11,6.0,11.0,1.0,4231,3.0,2.0,3,17,72.25,2,3.0,Bournemouth,Eddie Howe,8,4.0,10.0,6.44,1.0,29,7.0,2,3,3.0,44.25,Vitality Stadium,16,19,66.91,2016-02-07,30,6.16,19.0,72.73,48.1,10.0
1390,1390,1391,1391,14,5,10.0,71.73,6.59,58.82,8,"Thibaut Courtois,Branislav Ivanovic,Kurt Zouma,John Terry,César Azpilicueta,John Obi Mikel,Nemanja Matic,Willian,Cesc Fàbregas,Oscar,Diego Costa",1.0,8.0,62.5,14,19,6.09,6.0,3.0,11,51.77,9,5.0,10.0,50.0,6.0,8,1.0,2.0,2.0,68.0,"Petr Cech,Héctor Bellerín,Laurent Koscielny,Per Mertesacker,Nacho Monreal,Mathieu Flamini,Aaron Ramsey,Joel Campbell,Mesut Özil,Theo Walcott,Olivier Giroud",71.29,6.0,3,19,0.0,7.0,54.17,4.0,4231,7,6.0,Mark Clattenburg,9.0,48.6,8,1,Guus Hiddink,13,10.0,0,75.0,0,17,19.0,55.56,Chelsea,14,7.0,19.0,0.0,4231,1.0,6.0,4,9,74.54,8,7.0,Arsenal,Arsène Wenger,13,1.0,14.0,6.36,1.0,27,9.0,1,5,1.0,48.23,Emirates Stadium,17,17,72.67,2016-01-24,42,6.26,28.0,62.5,51.4,12.0
1399,1399,1400,1400,10,5,6.0,70.32,6.41,82.35,6,"Petr Cech,Héctor Bellerín,Laurent Koscielny,Per Mertesacker,Nacho Monreal,Mathieu Flamini,Aaron Ramsey,Joel Campbell,Alex Oxlade-Chamberlain,Theo Walcott,Olivier Giroud",2.0,4.0,66.67,16,35,6.18,3.0,4.0,5,55.57,9,2.0,16.0,61.11,6.0,15,5.0,2.0,0.0,66.67,"Jack Butland,Glen Johnson,Philipp Wollscheid,Ryan Shawcross,Erik Pieters,Glenn Whelan,Ibrahim Afellay,Jonathan Walters,Bojan,Marko Arnautovic,Joselu",72.64,5.0,4,35,1.0,7.0,44.44,3.0,4231,9,4.0,Craig Pawson,4.0,44.41,15,0,Arsène Wenger,21,16.0,0,83.33,0,10,8.0,58.82,Arsenal,7,0.0,8.0,1.0,4231,0.0,5.0,5,14,64.83,8,6.0,Stoke,Mark Hughes,10,6.0,6.0,6.11,3.0,25,4.0,0,4,9.0,44.43,Britannia Stadium,19,19,65.2,2016-01-17,19,6.36,12.0,36.36,55.59,8.0
1410,1410,1411,1411,10,6,14.0,62.34,6.54,45.83,3,"Petr Cech,Héctor Bellerín,Laurent Koscielny,Per Mertesacker,Nacho Monreal,Mathieu Flamini,Aaron Ramsey,Joel Campbell,Mesut Özil,Theo Walcott,Olivier Giroud",2.0,7.0,64.29,9,31,6.3,5.0,4.0,10,48.07,15,4.0,6.0,56.25,9.0,13,10.0,3.0,2.0,52.78,"Simon Mignolet,Nathaniel Clyne,Mamadou Sakho,Kolo Touré,Alberto Moreno,Emre Can,James Milner,Jordan Henderson,Jordon Ibe,Roberto Firmino,Adam Lallana",65.45,1.0,3,31,1.0,11.0,94.44,6.0,433,10,7.0,Mike Jones,5.0,57.87,13,2,Arsène Wenger,17,6.0,2,33.33,3,11,11.0,66.0,Arsenal,9,5.0,11.0,4.0,4231,4.0,1.0,3,22,71.67,3,3.0,Liverpool,Jürgen Klopp,7,6.0,8.0,6.2,3.0,27,5.0,3,4,4.0,51.93,Anfield,13,20,69.75,2016-01-13,31,6.51,22.0,78.99,42.13,14.0
1424,1424,1425,1425,19,5,9.0,69.8,6.56,64.29,13,"Robert Elliot,Daryl Janmaat,Fabricio Coloccini,Chancel Mbemba,Paul Dummett,Moussa Sissoko,Jack Colback,Cheick Tioté,Georginio Wijnaldum,Ayoze Pérez,Aleksandar Mitrovic",1.0,6.0,55.56,10,26,6.21,6.0,4.0,7,46.72,15,4.0,17.0,61.54,7.0,10,2.0,2.0,4.0,66.67,"Petr Cech,Héctor Bellerín,Laurent Koscielny,Per Mertesacker,Nacho Monreal,Mathieu Flamini,Aaron Ramsey,Alex Oxlade-Chamberlain,Mesut Özil,Theo Walcott,Olivier Giroud",75.76,9.0,5,26,2.0,11.0,56.67,3.0,4231,15,6.0,Anthony Taylor,5.0,52.28,10,0,Steve McClaren,24,17.0,0,70.0,1,14,13.0,60.12,Newcastle,14,0.0,13.0,0.0,4411,0.0,9.0,3,15,78.28,3,4.0,Arsenal,Arsène Wenger,9,3.0,9.0,6.32,0.0,36,5.0,0,5,2.0,53.28,Emirates Stadium,27,18,82.27,2016-01-02,33,6.48,19.0,55.17,47.72,15.0
1433,1433,1434,1434,15,6,9.0,73.81,6.25,52.63,9,"Artur Boruc,Adam Smith,Simon Francis,Steve Cook,Charlie Daniels,Andrew Surman,Matt Ritchie,Harry Arter,Dan Gosling,Marc Pugh,Joshua King",1.0,2.0,66.67,7,20,6.28,3.0,4.0,5,38.62,12,1.0,11.0,69.23,9.0,8,2.0,1.0,7.0,55.56,"Petr Cech,Héctor Bellerín,Gabriel Paulista,Per Mertesacker,Kieran Gibbs,Calum Chambers,Aaron Ramsey,Alex Oxlade-Chamberlain,Mesut Özil,Theo Walcott,Olivier Giroud",67.79,5.0,7,20,1.0,8.0,66.67,1.0,4231,7,6.0,Roger East,4.0,54.08,8,0,Eddie Howe,13,11.0,1,57.14,2,14,11.0,72.22,Bournemouth,12,1.0,11.0,3.0,4141,0.0,5.0,4,13,76.52,4,3.0,Arsenal,Arsène Wenger,8,6.0,7.0,6.16,0.0,30,4.0,0,6,1.0,61.38,Emirates Stadium,21,20,80.6,2015-12-28,30,6.66,18.0,63.46,45.92,10.0
1443,1443,1444,1444,18,6,20.0,74.21,6.12,83.33,5,"Petr Cech,Héctor Bellerín,Laurent Koscielny,Per Mertesacker,Nacho Monreal,Mathieu Flamini,Aaron Ramsey,Joel Campbell,Mesut Özil,Theo Walcott,Olivier Giroud",0.0,5.0,78.57,10,25,6.32,5.0,0.0,8,61.36,9,2.0,9.0,44.44,3.0,15,4.0,4.0,0.0,70.0,"Maarten Stekelenburg,Cuco Martina,Virgil van Dijk,Jose Fonte,Ryan Bertrand,Victor Wanyama,Jordy Clasie,James Ward-Prowse,Sadio Mané,Steven Davis,Shane Long",72.52,4.0,3,25,1.0,7.0,76.79,4.0,4231,8,13.0,Jonathan Moss,7.0,39.29,15,0,Arsène Wenger,16,9.0,1,87.5,4,13,9.0,53.57,Arsenal,6,1.0,9.0,1.0,4231,0.0,4.0,2,14,62.96,5,4.0,Southampton,Ronald Koeman,9,5.0,10.0,6.08,2.0,31,7.0,0,3,6.0,38.64,St. Mary's Stadium,11,15,61.31,2015-12-26,20,6.63,14.0,73.96,60.71,8.0
1458,1458,1459,1459,12,8,10.0,54.16,6.09,66.67,6,"Ben Foster,Craig Dawson,Jonny Evans,Gareth McAuley,James Chester,Claudio Yacob,Stéphane Sessegnon,Sandro,Darren Fletcher,James McClean,Saido Berahino",1.0,2.0,84.62,14,38,6.53,1.0,3.0,11,36.08,14,0.0,5.0,43.75,2.0,18,3.0,4.0,0.0,70.83,"Petr Cech,Héctor Bellerín,Laurent Koscielny,Per Mertesacker,Nacho Monreal,Mohamed Elneny,Aaron Ramsey,Alexis Sánchez,Mesut Özil,Alex Iwobi,Olivier Giroud",51.0,5.0,7,38,1.0,6.0,63.64,2.0,4231,6,6.0,Jonathan Moss,12.0,65.33,18,0,Tony Pulis,14,5.0,2,80.0,2,21,19.0,46.43,West Brom,9,0.0,19.0,3.0,433,0.0,5.0,8,16,79.83,5,6.0,Arsenal,Arsène Wenger,14,7.0,14.0,5.98,2.0,17,12.0,0,6,3.0,63.92,Emirates Stadium,7,19,72.57,2016-04-21,36,6.87,27.0,75.0,34.67,8.0
1463,1463,1464,1464,17,5,9.0,71.73,6.52,82.35,11,"Petr Cech,Héctor Bellerín,Laurent Koscielny,Per Mertesacker,Nacho Monreal,Mohamed Elneny,Aaron Ramsey,Alexis Sánchez,Mesut Özil,Alex Iwobi,Olivier Giroud",4.0,12.0,100.0,10,41,6.23,7.0,8.0,7,73.56,4,5.0,15.0,50.0,7.0,25,3.0,5.0,2.0,66.67,"Vito Mannone,DeAndre Yedlin,Younes Kaboul,Lamine Koné,Patrick van Aanholt,Jan Kirchhoff,Fabio Borini,Yann M'Vila,Lee Cattermole,Wahbi Khazri,Jermain Defoe",80.14,8.0,1,41,2.0,16.0,51.39,10.0,4141,7,6.0,Mike Dean,1.0,34.59,25,0,Arsène Wenger,17,15.0,0,77.78,0,2,4.0,60.0,Arsenal,4,4.0,4.0,0.0,4231,1.0,8.0,4,12,53.99,4,7.0,Sunderland,Sam Allardyce,8,3.0,1.0,6.29,0.0,28,1.0,0,1,5.0,26.44,Stadium of Light,19,20,42.82,2016-04-24,10,6.46,6.0,44.2,65.41,20.0
1475,1475,1476,1476,4,7,7.0,61.73,6.28,50.0,3,"Wayne Hennessey,Joel Ward,Damien Delaney,Scott Dann,Pape Souaré,Jason Puncheon,Mile Jedinak,Yohan Cabaye,Joe Ledley,Yannick Bolasie,Connor Wickham",1.0,4.0,100.0,7,41,6.19,2.0,1.0,7,28.8,16,1.0,9.0,54.55,10.0,21,8.0,2.0,6.0,68.75,"Petr Cech,Héctor Bellerín,Gabriel Paulista,Laurent Koscielny,Nacho Monreal,Mohamed Elneny,Francis Coquelin,Alexis Sánchez,Mesut Özil,Alex Iwobi,Danny Welbeck",57.36,1.0,6,41,3.0,7.0,66.67,4.0,4231,9,1.0,Roger East,5.0,67.48,21,0,Alan Pardew,13,9.0,1,50.0,1,11,13.0,57.69,Crystal Palace,12,2.0,13.0,2.0,442,1.0,1.0,4,21,82.52,5,5.0,Arsenal,Arsène Wenger,13,6.0,5.0,6.18,1.0,25,5.0,1,6,2.0,71.2,Emirates Stadium,18,9,83.87,2016-04-17,30,6.54,18.0,64.29,32.52,7.0
1476,1476,1477,1477,13,7,15.0,74.81,6.56,80.56,6,"David Ospina,Héctor Bellerín,Gabriel Paulista,Laurent Koscielny,Nacho Monreal,Mohamed Elneny,Francis Coquelin,Alexis Sánchez,Mesut Özil,Alex Iwobi,Danny Welbeck",1.0,6.0,42.86,11,28,6.08,6.0,2.0,10,55.97,17,4.0,13.0,70.0,7.0,13,5.0,2.0,3.0,50.0,"Adrián,Angelo Ogbonna,Winston Reid,James Tomkins,Michail Antonio,Cheikhou Kouyaté,Mark Noble,Aaron Cresswell,Manuel Lanzini,Dimitri Payet,Andy Carroll",68.64,5.0,3,28,1.0,10.0,65.0,6.0,3421,8,7.0,Craig Pawson,5.0,43.96,13,2,Arsène Wenger,15,13.0,2,80.0,3,14,11.0,65.22,Arsenal,7,1.0,11.0,3.0,4231,0.0,5.0,3,19,65.98,4,4.0,West Ham,Slaven Bilic,8,7.0,11.0,6.39,2.0,32,5.0,3,7,2.0,44.03,Boleyn Ground,17,19,61.79,2016-04-09,29,6.56,22.0,63.49,56.04,11.0
1478,1478,1479,1479,15,6,9.0,66.68,6.24,65.38,10,"Mark Bunn,Jordan Lyden,Leandro Bacuna,Joleon Lescott,Kevin Toner,Aly Cissokho,Carlos Sánchez,Idrissa Gueye,Ashley Westwood,Jordan Ayew,Scott Sinclair",2.0,3.0,100.0,12,15,6.46,2.0,3.0,14,44.5,15,1.0,13.0,57.14,5.0,7,2.0,1.0,3.0,70.83,"Petr Cech,Héctor Bellerín,Gabriel Paulista,Laurent Koscielny,Nacho Monreal,Francis Coquelin,Santiago Cazorla,Jack Wilshere,Mesut Özil,Alexis Sánchez,Olivier Giroud",74.56,7.0,4,15,2.0,5.0,66.67,3.0,4231,13,5.0,Mark Clattenburg,3.0,56.16,7,0,Eric Black,20,13.0,1,57.14,4,7,10.0,59.26,Aston Villa,9,0.0,10.0,2.0,532,0.0,7.0,3,16,78.58,5,4.0,Arsenal,Arsène Wenger,6,7.0,3.0,6.12,0.0,27,3.0,0,7,0.0,55.5,Emirates Stadium,18,26,75.67,2016-05-15,23,6.74,14.0,62.5,43.84,5.0
1494,1494,1495,1495,8,11,7.0,56.74,6.16,25.0,4,"Heurelho Gomes,Nyom,Sebastian Prödl,Craig Cathcart,Nathan Aké,Almen Abdi,Mario Suárez,Ben Watson,Etienne Capoue,Odion Ighalo,Troy Deeney",0.0,1.0,20.0,7,32,6.44,3.0,1.0,14,31.65,14,1.0,2.0,90.0,8.0,21,3.0,0.0,6.0,46.88,"David Ospina,Héctor Bellerín,Gabriel Paulista,Laurent Koscielny,Nacho Monreal,Mohamed Elneny,Francis Coquelin,Alexis Sánchez,Mesut Özil,Alex Iwobi,Danny Welbeck",48.29,2.0,6,32,3.0,6.0,75.0,1.0,4231,11,4.0,Anthony Taylor,1.0,64.37,21,0,Enrique Sánchez Flores,18,2.0,2,50.0,4,11,8.0,71.74,Watford,12,3.0,8.0,6.0,442,3.0,2.0,5,19,78.84,1,3.0,Arsenal,Arsène Wenger,10,12.0,5.0,6.11,0.0,15,1.0,0,8,1.0,68.35,Emirates Stadium,8,27,78.58,2016-04-02,28,6.9,17.0,86.67,35.63,7.0
1506,1506,1507,1507,11,10,6.0,53.24,6.54,69.44,7,"Adrián,James Tomkins,Angelo Ogbonna,Winston Reid,Aaron Cresswell,Cheikhou Kouyaté,Mark Noble,Reece Oxford,Mauro Zárate,Diafra Sakho,Dimitri Payet",2.0,5.0,88.89,12,51,6.28,4.0,2.0,11,43.71,17,1.0,12.0,46.15,5.0,19,8.0,2.0,3.0,76.19,"Petr Cech,Mathieu Debuchy,Laurent Koscielny,Per Mertesacker,Nacho Monreal,Francis Coquelin,Aaron Ramsey,Alex Oxlade-Chamberlain,Mesut Özil,Santiago Cazorla,Olivier Giroud",55.15,4.0,7,51,4.0,7.0,58.33,5.0,4231,4,4.0,Martin Atkinson,11.0,60.22,19,1,Slaven Bilic,12,12.0,0,66.67,0,19,22.0,54.69,West Ham,16,1.0,22.0,1.0,41212,1.0,4.0,7,22,79.47,5,4.0,Arsenal,Arsène Wenger,9,6.0,12.0,6.14,2.0,24,11.0,2,7,3.0,56.29,Emirates Stadium,18,18,74.43,2015-08-09,43,6.36,27.0,51.04,39.78,8.0
1517,1517,1518,1518,14,4,13.0,74.01,6.65,54.55,7,"Petr Cech,Héctor Bellerín,Laurent Koscielny,Per Mertesacker,Nacho Monreal,Francis Coquelin,Santiago Cazorla,Aaron Ramsey,Mesut Özil,Alexis Sánchez,Olivier Giroud",5.0,14.0,55.56,14,34,6.24,7.0,7.0,10,61.26,7,5.0,7.0,68.75,6.0,13,3.0,1.0,3.0,45.0,"Alex McCarthy,Joel Ward,Damien Delaney,Scott Dann,Pape Souaré,Wilfried Zaha,Yohan Cabaye,Jason Puncheon,James McArthur,Yannick Bolasie,Connor Wickham",81.26,5.0,8,34,2.0,17.0,66.67,11.0,451,6,7.0,Lee Mason,5.0,44.74,13,1,Arsène Wenger,12,7.0,1,71.43,1,17,9.0,72.73,Arsenal,15,2.0,9.0,2.0,4231,0.0,5.0,7,11,74.89,6,6.0,Crystal Palace,Alan Pardew,12,4.0,9.0,6.39,1.0,25,5.0,2,3,3.0,38.74,Selhurst Park,12,19,71.01,2015-08-16,36,6.41,21.0,77.27,55.26,20.0
