,Unnamed: 0,Unnamed: 0.1,id,homeTacklesTotalHT,homeShotsTotalHT,awayDispossessedFT,awayPassSuccessFT,awayRatingsFT,awayDribbleSuccessFT,awayDribblesAttemptedHT,awayTeamLineUp,awayShotsBlockedHT,awayShotsTotalHT,homeDribbleSuccessHT,homeFoulsCommitedFT,homeAerialsTotalFT,homeRatingsHT,awayShotsOnTargetFT,awayShotsBlockedFT,homeInterceptionsHT,awayPossessionHT,homePassesKeyFT,awayShotsOnTargetHT,awayDribblesWonFT,awayTackleSuccessHT,homeCornersTotalFT,homeAerialsTotalHT,homeShotsBlockedFT,awayCornersTotalHT,homeCornersTotalHT,homeDribbleSuccessFT,homeTeamLineUp,awayPassSuccessHT,awayDribblesWonHT,homeDispossessedHT,awayAerialsTotalFT,homeShotsBlockedHT,awayPassesKeyFT,homeTackleSuccessHT,awayPassesKeyHT,homeFormation,awayInterceptionsHT,awayDispossessedHT,refereeName,homeDribblesWonHT,homePossessionFT,awayAerialsTotalHT,awayGoalHT,awayManagerName,awayInterceptionsFT,homeDribbledPastFT,homeGoalHT,awayDribbleSuccessHT,homeGoalFT,awayTacklesTotalHT,homeDribblesWonFT,awayTackleSuccessFT,awayTeam,homeDispossessedFT,awayOffsidesCaughtFT,awayDribbledPastFT,homeShotsOnTargetHT,awayFormation,awayOffsidesCaughtHT,homeDribbledPastHT,awayFoulsCommitedHT,homeShotsTotalFT,homePassSuccessFT,homeFoulsCommitedHT,awayCornersTotalFT,homeTeam,homeManagerName,awayFoulsCommitedFT,homeShotsOnTargetFT,homeDribblesAttemptedHT,awayRatingsHT,homeOffsidesCaughtHT,homeTacklesTotalFT,awayDribbledPastHT,awayGoalFT,homePassesKeyHT,homeOffsidesCaughtFT,homePossessionHT,venueName,awayDribblesAttemptedFT,homeInterceptionsFT,homePassSuccessHT,date,awayTacklesTotalFT,homeRatingsFT,homeDribblesAttemptedFT,homeTackleSuccessFT,awayPossessionFT,awayShotsTotalFT
250,250,251,251,16,7,23.0,74.19,6.64,64.71,6,"Petr Cech,Branislav Ivanovic,David Luiz,John Terry,Ashley Cole,Ramires,John Obi Mikel,Juan Mata,Oscar,Eden Hazard,Fernando Torres",0.0,4.0,45.0,14,31,6.15,3.0,2.0,11,49.87,15,2.0,14.0,71.43,6.0,14,3.0,1.0,4.0,47.62,"Vito Mannone,Carl Jenkinson,Thomas Vermaelen,Laurent Koscielny,Kieran Gibbs,Abou Diaby,Mikel Arteta,Aaron Ramsey,Santiago Cazorla,Lukas Podolski,Gervinho",78.53,6.0,6,31,2.0,5.0,64.29,2.0,4231,6,10.0,Martin Atkinson,5.0,51.8,14,1,Roberto Di Matteo,11,14.0,1,100.0,1,17,14.0,68.89,Chelsea,13,3.0,14.0,2.0,4231,2.0,6.0,6,17,80.47,9,5.0,Arsenal,Arsene Wenger,14,4.0,11.0,6.38,0.0,45,5.0,2,6,4.0,50.13,Emirates Stadium,22,19,76.73,2012-09-29,40,6.38,27.0,69.17,48.2,10.0
271,271,272,272,25,6,20.0,76.49,6.53,40.0,16,"Vito Mannone,Carl Jenkinson,Laurent Koscielny,Per Mertesacker,Kieran Gibbs,Abou Diaby,Mikel Arteta,Aaron Ramsey,Santiago Cazorla,Lukas Podolski,Gervinho",1.0,6.0,20.0,12,34,6.23,4.0,2.0,7,52.51,10,2.0,12.0,93.33,9.0,15,4.0,1.0,4.0,46.15,"Joe Hart,Pablo Zabaleta,Vincent Kompany,Joleon Lescott,Gaël Clichy,David Silva,Javi García,Yaya Touré,Scott Sinclair,Sergio Agüero,Edin Dzeko",75.68,9.0,11,34,3.0,8.0,63.89,5.0,4411,16,9.0,Mike Dean,1.0,44.77,15,0,Arsene Wenger,25,12.0,1,58.33,1,16,6.0,78.57,Arsenal,16,1.0,6.0,3.0,4231,0.0,9.0,3,15,65.78,8,4.0,Man City,Roberto Mancini,8,6.0,5.0,6.34,1.0,50,1.0,1,5,1.0,47.49,Etihad Stadium,30,16,69.14,2012-09-23,29,6.53,13.0,74.32,55.23,11.0
281,281,282,282,7,12,16.0,76.69,5.93,37.5,2,"Kelvin Davis,Nathaniel Clyne,Jos Hooiveld,Jose Fonte,Daniel Fox,Morgan Schneiderlin,Jason Puncheon,James Ward-Prowse,Steven Davis,Adam Lallana,Rickie Lambert",2.0,4.0,33.33,4,16,6.45,3.0,2.0,4,44.17,18,1.0,3.0,81.25,8.0,7,6.0,2.0,3.0,42.59,"Wojciech Szczesny,Carl Jenkinson,Thomas Vermaelen,Per Mertesacker,Kieran Gibbs,Francis Coquelin,Mikel Arteta,Alex Oxlade-Chamberlain,Santiago Cazorla,Lukas Podolski,Gervinho",71.42,0.0,7,16,3.0,5.0,100.0,2.0,4231,10,5.0,Kevin Friend,4.0,52.34,7,1,Nigel Adkins,16,3.0,4,0.0,6,17,10.0,78.33,Southampton,15,0.0,10.0,5.0,4141,0.0,0.0,4,23,79.31,3,3.0,Arsenal,Arsene Wenger,7,9.0,10.0,5.93,0.0,24,4.0,1,9,0.0,55.83,Emirates Stadium,8,19,79.77,2012-09-15,37,6.78,22.0,90.48,47.66,10.0
289,289,290,290,17,8,15.0,70.87,6.74,47.37,11,"Vito Mannone,Carl Jenkinson,Thomas Vermaelen,Per Mertesacker,Kieran Gibbs,Abou Diaby,Mikel Arteta,Alex Oxlade-Chamberlain,Santiago Cazorla,Lukas Podolski,Olivier Giroud",1.0,5.0,50.0,12,24,6.15,5.0,2.0,6,48.05,15,2.0,9.0,71.43,10.0,10,4.0,0.0,3.0,39.86,"José Reina,Glen Johnson,Daniel Agger,Martin Skrtel,José Enrique,Nuri Sahin,Steven Gerrard,Joe Allen,Fabio Borini,Luis Suárez,Raheem Sterling",68.54,6.0,7,24,2.0,10.0,57.14,4.0,433,9,6.0,Howard Webb,4.0,52.36,10,1,Arsène Wenger,20,9.0,0,54.55,0,15,11.0,75.93,Arsenal,17,1.0,11.0,0.0,4231,1.0,6.0,5,19,81.11,5,2.0,Liverpool,Brendan Rodgers,7,4.0,8.0,6.26,2.0,34,4.0,2,6,3.0,51.95,Anfield,19,14,79.35,2012-09-02,43,6.25,26.0,70.69,47.64,11.0
294,294,295,295,9,10,9.0,60.87,6.49,36.36,5,"Simon Mignolet,Craig Gardner,John O'Shea,Carlos Cuéllar,Kieran Richardson,Fraizer Campbell,Sebastian Larsson,Lee Cattermole,Jack Colback,James McClean,Stéphane Sessegnon",1.0,4.0,45.83,12,26,6.3,2.0,1.0,10,26.85,18,2.0,4.0,69.44,7.0,19,10.0,0.0,4.0,57.41,"Wojciech Szczesny,Carl Jenkinson,Thomas Vermaelen,Per Mertesacker,Kieran Gibbs,Abou Diaby,Mikel Arteta,Theo Walcott,Santiago Cazorla,Gervinho,Lukas Podolski",62.43,2.0,8,26,4.0,3.0,77.78,3.0,4231,11,4.0,Chris Foy,10.0,69.71,19,0,Martin O'Neill,22,4.0,0,40.0,0,26,23.0,59.21,Sunderland,14,1.0,23.0,2.0,451,0.0,2.0,4,23,86.56,4,0.0,Arsenal,Arsène Wenger,9,3.0,18.0,6.33,2.0,20,10.0,0,9,2.0,73.15,Emirates Stadium,11,22,82.16,2012-08-18,51,6.57,37.0,80.56,30.29,4.0
310,310,311,311,16,2,19.0,75.21,6.5,53.92,8,"Vito Mannone,Carl Jenkinson,Thomas Vermaelen,Per Mertesacker,Kieran Gibbs,Abou Diaby,Mikel Arteta,Gervinho,Santiago Cazorla,Lukas Podolski,Olivier Giroud",2.0,8.0,12.5,10,70,6.23,2.0,4.0,8,68.92,5,2.0,13.0,96.67,0.0,33,2.0,4.0,0.0,18.75,"Asmir Begovic,Andy Wilkinson,Robert Huth,Ryan Shawcross,Marc Wilson,Jermaine Pennant,Glenn Whelan,Geoff Cameron,Michael Kightly,Jonathan Walters,Peter Crouch",82.88,6.0,13,70,1.0,11.0,70.83,5.0,4411,6,8.0,Lee Mason,1.0,35.72,33,0,Arsene Wenger,12,13.0,0,66.67,0,18,2.0,94.23,Arsenal,21,1.0,2.0,1.0,4231,1.0,6.0,3,6,57.37,4,11.0,Stoke,Tony Pulis,9,1.0,5.0,6.27,2.0,41,1.0,0,1,2.0,31.08,Britannia Stadium,22,16,54.61,2012-08-26,30,6.46,9.0,71.84,64.28,17.0
320,320,321,321,11,7,15.0,71.93,6.32,79.17,4,"David de Gea,Rafael,Rio Ferdinand,Jonny Evans,Patrice Evra,Antonio Valencia,Phil Jones,Michael Carrick,Nani,Robin van Persie,Wayne Rooney",1.0,6.0,40.0,11,29,6.4,4.0,3.0,9,41.26,17,2.0,10.0,80.0,7.0,10,7.0,0.0,3.0,43.75,"Wojciech Szczesny,Bacary Sagna,Laurent Koscielny,Per Mertesacker,Kieran Gibbs,Mikel Arteta,Aaron Ramsey,Theo Walcott,Tomas Rosicky,Santiago Cazorla,Lukas Podolski",66.42,3.0,5,29,1.0,10.0,70.0,5.0,4231,7,7.0,Phil Dowd,3.0,51.91,10,1,Alex Ferguson,14,10.0,1,75.0,1,11,8.0,66.67,Man Utd,5,1.0,8.0,4.0,442,1.0,3.0,6,19,71.52,7,2.0,Arsenal,Arsène Wenger,12,6.0,6.0,6.02,1.0,28,3.0,1,7,1.0,58.74,Emirates Stadium,13,16,75.4,2013-04-28,23,6.51,18.0,62.12,48.09,12.0
321,321,322,322,21,3,13.0,69.04,6.43,58.33,11,"Tim Howard,Seamus Coleman,Sylvain Distin,Phil Jagielka,Leighton Baines,Kevin Mirallas,Marouane Fellaini,Darron Gibson,Ross Barkley,Steven Pienaar,Victor Anichebe",2.0,4.0,18.75,11,29,6.21,2.0,5.0,9,46.83,10,1.0,8.0,89.29,8.0,12,4.0,0.0,0.0,35.42,"Wojciech Szczesny,Bacary Sagna,Laurent Koscielny,Per Mertesacker,Kieran Gibbs,Mikel Arteta,Aaron Ramsey,Theo Walcott,Jack Wilshere,Santiago Cazorla,Olivier Giroud",71.98,6.0,6,29,1.0,9.0,73.15,4.0,4231,5,10.0,Neil Swarbrick,2.0,59.51,12,0,David Moyes,14,8.0,0,55.56,0,18,11.0,76.47,Everton,12,2.0,11.0,0.0,451,1.0,6.0,7,11,73.63,6,1.0,Arsenal,Arsène Wenger,13,2.0,12.0,6.18,1.0,27,2.0,0,3,1.0,53.17,Emirates Stadium,14,16,71.89,2013-04-16,44,6.43,32.0,71.53,40.49,12.0
334,334,335,335,12,4,5.0,81.37,6.53,50.0,8,"Wojciech Szczesny,Bacary Sagna,Laurent Koscielny,Per Mertesacker,Nacho Monreal,Mikel Arteta,Aaron Ramsey,Theo Walcott,Tomas Rosicky,Santiago Cazorla,Olivier Giroud",3.0,9.0,83.33,12,19,6.24,3.0,4.0,21,65.0,1,3.0,12.0,50.0,7.0,7,2.0,0.0,3.0,57.69,"Mark Schwarzer,Stanislav Manolev,Brede Hangeland,Philippe Senderos,Kieran Richardson,Urby Emanuelson,Eyong Enoh,Steve Sidwell,Alexander Kacaniklic,Bryan Ruiz,Dimitar Berbatov",85.21,3.0,4,19,1.0,9.0,72.73,7.0,4411,9,4.0,Andre Marriner,6.0,35.88,7,1,Arsène Wenger,17,12.0,0,37.5,0,11,10.0,62.5,Arsenal,8,3.0,10.0,2.0,4231,1.0,3.0,4,7,66.94,6,3.0,Fulham,Martin Jol,9,3.0,7.0,6.24,3.0,29,6.0,1,1,8.0,35.0,Craven Cottage,24,35,68.2,2013-04-20,24,6.37,16.0,58.33,64.12,11.0
336,336,337,337,21,5,7.0,63.84,6.53,49.12,17,"Wojciech Szczesny,Bacary Sagna,Laurent Koscielny,Per Mertesacker,Kieran Gibbs,Mikel Arteta,Aaron Ramsey,Theo Walcott,Tomas Rosicky,Santiago Cazorla,Lukas Podolski",0.0,3.0,64.58,18,35,6.19,2.0,2.0,4,54.37,6,0.0,14.0,71.88,4.0,19,2.0,2.0,3.0,46.67,"Steve Harper,Mathieu Debuchy,Fabricio Coloccini,Steven Taylor,Mapou Yanga-Mbiwa,Hatem Ben Arfa,Yohan Cabaye,Cheick Tioté,Jonás Gutiérrez,Yoan Gouffran,Papiss Demba Cissé",68.46,7.0,10,35,1.0,6.0,75.64,2.0,4411,4,4.0,Howard Webb,8.0,48.49,19,0,Arsène Wenger,11,14.0,0,33.33,0,22,14.0,75.76,Arsenal,19,2.0,14.0,1.0,4231,1.0,7.0,4,7,75.98,12,4.0,Newcastle,Alan Pardew,10,1.0,12.0,6.25,0.0,34,8.0,1,4,2.0,45.63,St. James' Park,27,12,73.9,2013-05-19,46,6.29,27.0,63.77,51.51,10.0
337,337,338,338,16,4,15.0,56.9,6.38,10.0,6,"Mark Bunn,Russell Martin,Sebastien Bassong,Michael Turner,Steven Whittaker,Alexander Tettey,Kei Kamara,Bradley Johnson,Jonny Howson,Robert Snodgrass,Grant Holt",0.0,0.0,25.0,10,28,6.25,4.0,1.0,9,36.71,12,0.0,1.0,88.46,9.0,11,4.0,1.0,2.0,37.5,"Lukasz Fabianski,Bacary Sagna,Thomas Vermaelen,Laurent Koscielny,Kieran Gibbs,Mikel Arteta,Aaron Ramsey,Gervinho,Jack Wilshere,Santiago Cazorla,Olivier Giroud",57.76,0.0,7,28,0.0,3.0,100.0,0.0,4231,12,10.0,Michael Jones,2.0,66.37,11,0,Chris Hughton,22,1.0,0,0.0,3,15,6.0,76.09,Norwich,9,4.0,6.0,2.0,4141,1.0,0.0,5,14,77.85,4,3.0,Arsenal,Arsène Wenger,11,7.0,8.0,6.15,1.0,26,2.0,1,4,3.0,63.29,Emirates Stadium,11,13,77.97,2013-04-13,25,6.42,16.0,95.83,33.63,5.0
349,349,350,350,16,6,6.0,55.4,6.66,35.71,11,"Lukasz Fabianski,Bacary Sagna,Laurent Koscielny,Per Mertesacker,Nacho Monreal,Mikel Arteta,Aaron Ramsey,Gervinho,Tomas Rosicky,Santiago Cazorla,Olivier Giroud",0.0,6.0,50.0,7,24,6.1,6.0,0.0,5,49.73,10,3.0,6.0,77.78,6.0,15,1.0,2.0,3.0,40.0,"Ben Foster,Billy Jones,Jonas Olsson,Gareth McAuley,Liam Ridgewell,Claudio Yacob,Chris Brunt,Graham Dorrans,James Morrison,Jerome Thomas,Shane Long",64.37,5.0,6,24,1.0,9.0,69.23,5.0,4231,6,5.0,Howard Webb,2.0,56.71,15,1,Arsene Wenger,13,6.0,0,40.0,1,10,4.0,79.41,Arsenal,9,1.0,4.0,2.0,4231,0.0,5.0,9,19,71.36,2,4.0,West Brom,Steve Clarke,16,5.0,4.0,6.37,4.0,21,2.0,2,2,6.0,50.27,The Hawthorns,15,10,65.84,2013-04-06,19,6.2,10.0,72.22,43.29,11.0
360,360,361,361,7,18,8.0,53.61,6.18,57.14,3,"Stuart Taylor,Stephen Kelly,Alex Pearce,Adrian Mariappa,Nicky Shorey,Mikele Leigertwood,Hal Robson-Kanu,Jem Karacan,Danny Guthrie,Jobi McAnuff,Pavel Pogrebnyak",0.0,2.0,33.33,10,35,6.39,2.0,0.0,10,32.96,17,0.0,4.0,75.0,11.0,23,11.0,1.0,5.0,28.12,"Lukasz Fabianski,Bacary Sagna,Laurent Koscielny,Per Mertesacker,Nacho Monreal,Mikel Arteta,Aaron Ramsey,Gervinho,Tomas Rosicky,Santiago Cazorla,Olivier Giroud",51.03,1.0,2,35,9.0,5.0,85.71,2.0,4231,12,4.0,Chris Foy,2.0,66.58,23,0,Nigel Adkins,26,4.0,1,33.33,4,8,5.0,79.55,Reading,6,1.0,5.0,2.0,4141,1.0,1.0,8,26,79.44,7,3.0,Arsenal,Arsene Wenger,14,6.0,6.0,6.09,1.0,15,2.0,1,12,3.0,67.04,Emirates Stadium,7,20,79.72,2013-03-30,24,6.74,18.0,73.08,33.42,5.0
370,370,371,371,15,4,5.0,71.59,6.42,55.88,10,"Lukasz Fabianski,Carl Jenkinson,Laurent Koscielny,Per Mertesacker,Nacho Monreal,Abou Diaby,Mikel Arteta,Theo Walcott,Santiago Cazorla,Alex Oxlade-Chamberlain,Olivier Giroud",3.0,8.0,33.33,3,21,6.29,6.0,5.0,18,42.73,8,2.0,13.0,77.78,3.0,8,2.0,3.0,0.0,50.0,"Michel Vorm,Angel Rangel,Garry Monk,Ashley Williams,Ben Davies,Leon Britton,Ki Sung-yueng,Nathan Dyer,Jonathan de Guzmán,Pablo Hernández,Michu",71.8,4.0,3,21,0.0,13.0,71.67,5.0,4231,6,5.0,Jonathan Moss,2.0,55.15,8,0,Arsene Wenger,14,13.0,0,37.5,0,9,5.0,72.22,Arsenal,8,1.0,5.0,0.0,4231,0.0,4.0,3,9,79.11,1,7.0,Swansea,Michael Laudrup,8,0.0,6.0,6.18,2.0,29,2.0,2,4,3.0,57.27,Liberty Stadium,24,28,80.52,2013-03-16,18,6.47,10.0,50.88,44.85,16.0
391,391,392,392,10,2,11.0,77.43,6.41,40.91,3,"Wojciech Szczesny,Bacary Sagna,Laurent Koscielny,Per Mertesacker,Kieran Gibbs,Mikel Arteta,Jack Wilshere,Santiago Cazorla,Tomas Rosicky,Lukas Podolski,Olivier Giroud",0.0,5.0,20.0,13,52,6.17,2.0,3.0,9,49.17,5,2.0,5.0,85.71,3.0,29,0.0,3.0,2.0,35.0,"Asmir Begovic,Geoff Cameron,Marc Wilson,Ryan Shawcross,Erik Pieters,Steven N'Zonzi,Glenn Whelan,Jonathan Walters,Charlie Adam,Marko Arnautovic,Peter Crouch",76.6,2.0,3,52,0.0,9.0,80.0,4.0,4231,5,7.0,Michael Jones,1.0,46.73,29,0,Arsène Wenger,11,5.0,0,66.67,1,8,4.0,76.67,Arsenal,6,0.0,4.0,1.0,4231,0.0,2.0,6,8,64.27,7,4.0,Stoke,Mark Hughes,11,4.0,5.0,6.22,3.0,24,1.0,0,1,5.0,50.83,Britannia Stadium,13,17,62.7,2014-03-01,17,6.45,11.0,79.55,53.27,10.0
398,398,399,399,4,9,10.0,64.94,5.88,62.5,1,"Vito Mannone,Phil Bardsley,Santiago Vergini,John O'Shea,Marcos Alonso,Liam Bridcutt,Adam Johnson,Jack Colback,Ki Sung-yueng,Fabio Borini,Jozy Altidore",0.0,0.0,50.0,10,18,6.44,3.0,1.0,3,30.81,10,0.0,5.0,59.09,7.0,10,2.0,1.0,5.0,54.55,"Wojciech Szczesny,Bacary Sagna,Laurent Koscielny,Per Mertesacker,Nacho Monreal,Mikel Arteta,Jack Wilshere,Santiago Cazorla,Tomas Rosicky,Lukas Podolski,Olivier Giroud",59.02,1.0,2,18,2.0,4.0,75.0,0.0,4231,6,3.0,Andre Marriner,5.0,60.41,10,0,Gus Poyet,9,5.0,3,100.0,4,12,8.0,69.3,Sunderland,9,4.0,8.0,6.0,4141,1.0,1.0,5,12,83.71,3,3.0,Arsenal,Arsène Wenger,11,9.0,10.0,5.91,0.0,18,5.0,1,7,0.0,69.19,Emirates Stadium,8,12,89.7,2014-02-22,23,6.84,14.0,75.0,39.59,7.0
404,404,405,405,11,5,1.0,78.87,6.58,41.18,10,"Lukasz Fabianski,Carl Jenkinson,Bacary Sagna,Laurent Koscielny,Kieran Gibbs,Mikel Arteta,Aaron Ramsey,Tomas Rosicky,Mesut Özil,Lukas Podolski,Olivier Giroud",1.0,7.0,25.0,6,12,6.16,8.0,2.0,11,63.36,9,3.0,8.0,88.89,4.0,8,2.0,3.0,2.0,40.0,"John Ruddy,Russell Martin,Ryan Bennett,Michael Turner,Martin Olsson,Robert Snodgrass,Alexander Tettey,Bradley Johnson,Nathan Redmond,Jonny Howson,Johan Elmander",78.08,4.0,6,12,2.0,12.0,60.0,7.0,4411,6,1.0,Lee Mason,1.0,42.78,8,0,Arsène Wenger,13,8.0,0,44.44,0,10,6.0,79.82,Arsenal,11,1.0,6.0,1.0,4231,1.0,4.0,2,11,72.44,4,4.0,Norwich,Neil Adams,5,5.0,4.0,6.23,3.0,21,1.0,2,4,3.0,36.64,Carrow Road,20,17,65.55,2014-05-11,24,6.24,13.0,61.11,57.22,14.0
412,412,413,413,14,9,17.0,65.69,6.56,60.71,7,"David de Gea,Rafael,Nemanja Vidic,Chris Smalling,Patrice Evra,Tom Cleverley,Michael Carrick,Antonio Valencia,Wayne Rooney,Juan Mata,Robin van Persie",1.0,3.0,41.67,10,49,6.32,2.0,1.0,10,47.57,16,1.0,10.0,64.29,5.0,27,7.0,4.0,4.0,47.5,"Wojciech Szczesny,Bacary Sagna,Laurent Koscielny,Per Mertesacker,Kieran Gibbs,Mikel Arteta,Jack Wilshere,Tomas Rosicky,Mesut Özil,Santiago Cazorla,Olivier Giroud",72.05,5.0,6,49,4.0,4.0,66.67,2.0,4231,9,7.0,Mark Clattenburg,7.0,56.0,27,0,David Moyes,24,10.0,0,66.67,0,21,12.0,68.97,Man Utd,15,2.0,12.0,2.0,4231,1.0,5.0,6,17,73.93,3,5.0,Arsenal,Arsène Wenger,14,5.0,15.0,6.33,1.0,33,7.0,0,8,1.0,52.43,Emirates Stadium,16,15,71.57,2014-02-12,39,6.62,24.0,71.6,44.0,6.0
418,418,419,419,25,10,11.0,80.57,5.84,44.79,18,"Wojciech Szczesny,Bacary Sagna,Laurent Koscielny,Per Mertesacker,Nacho Monreal,Mikel Arteta,Jack Wilshere,Alex Oxlade-Chamberlain,Mesut Özil,Santiago Cazorla,Olivier Giroud",0.0,1.0,50.0,14,24,7.01,6.0,4.0,6,54.31,19,0.0,18.0,62.5,6.0,16,1.0,2.0,2.0,55.56,"Simon Mignolet,Jon Flanagan,Martin Skrtel,Kolo Touré,Aly Cissokho,Philippe Coutinho,Steven Gerrard,Jordan Henderson,Luis Suárez,Daniel Sturridge,Raheem Sterling",78.32,8.0,3,24,0.0,7.0,69.44,1.0,433,7,7.0,Michael Oliver,5.0,44.95,16,0,Arsène Wenger,11,18.0,4,42.86,5,14,13.0,57.25,Arsenal,6,0.0,13.0,6.0,4231,0.0,8.0,7,22,65.82,6,6.0,Liverpool,Brendan Rodgers,14,12.0,11.0,5.67,0.0,53,5.0,1,9,4.0,45.69,Anfield,42,10,64.8,2014-02-08,29,7.41,23.0,62.84,55.05,11.0
431,431,432,432,21,8,15.0,68.95,6.44,45.65,13,"Wojciech Szczesny,Bacary Sagna,Laurent Koscielny,Per Mertesacker,Nacho Monreal,Mathieu Flamini,Mikel Arteta,Serge Gnabry,Mesut Özil,Santiago Cazorla,Olivier Giroud",0.0,1.0,75.0,11,26,6.46,4.0,1.0,11,49.5,12,1.0,12.0,53.85,7.0,13,5.0,1.0,4.0,55.0,"Artur Boruc,Calum Chambers,Maya Yoshida,Jose Fonte,Luke Shaw,Morgan Schneiderlin,Jack Cork,Jay Rodriguez,Steven Davis,Adam Lallana,Sam Gallagher",72.03,6.0,6,26,3.0,5.0,74.51,1.0,4231,7,8.0,Lee Mason,7.0,49.62,13,0,Arsène Wenger,17,12.0,1,45.83,2,15,14.0,60.71,Arsenal,9,2.0,14.0,2.0,4231,1.0,6.0,2,13,77.59,6,5.0,Southampton,Mauricio Pochettino,4,5.0,9.0,6.15,1.0,41,7.0,2,7,2.0,50.5,St. Mary's Stadium,26,21,79.97,2014-01-28,32,6.76,23.0,72.55,50.38,7.0
437,437,438,438,15,11,7.0,69.84,6.31,45.61,12,"Tim Krul,Mathieu Debuchy,Fabricio Coloccini,Mike Williamson,Paul Dummett,Vurnon Anita,Cheick Tioté,Moussa Sissoko,Dan Gosling,Yoan Gouffran,Loïc Remy",1.0,4.0,31.25,9,33,6.33,3.0,1.0,7,39.2,14,1.0,13.0,77.27,14.0,18,3.0,0.0,6.0,32.14,"Wojciech Szczesny,Bacary Sagna,Laurent Koscielny,Per Mertesacker,Nacho Monreal,Mikel Arteta,Aaron Ramsey,Santiago Cazorla,Mesut Özil,Lukas Podolski,Olivier Giroud",75.14,6.0,6,33,2.0,8.0,68.18,4.0,4231,9,3.0,Neil Swarbrick,3.0,59.89,18,0,Alan Pardew,12,13.0,2,44.44,3,15,6.0,76.32,Newcastle,8,2.0,6.0,6.0,4231,2.0,6.0,3,20,80.86,3,0.0,Arsenal,Arsène Wenger,8,8.0,9.0,6.18,1.0,34,3.0,0,7,4.0,60.8,Emirates Stadium,27,12,79.07,2014-04-28,24,6.76,16.0,68.06,40.11,8.0
449,449,450,450,18,5,10.0,62.48,6.39,38.24,11,"Julian Speroni,Joel Ward,Damien Delaney,Danny Gabbidon,Jonathan Parr,Jason Puncheon,Mile Jedinak,Kagisho Dikgacoi,Yannick Bolasie,Marouane Chamakh,Cameron Jerome",0.0,1.0,6.67,9,27,6.26,2.0,2.0,9,31.87,7,1.0,7.0,97.78,6.0,14,1.0,1.0,3.0,41.03,"Wojciech Szczesny,Bacary Sagna,Laurent Koscielny,Per Mertesacker,Nacho Monreal,Mikel Arteta,Alex Oxlade-Chamberlain,Santiago Cazorla,Mesut Özil,Lukas Podolski,Olivier Giroud",58.88,4.0,11,27,0.0,4.0,75.0,0.0,4231,16,7.0,Jonathan Moss,1.0,64.38,14,0,Tony Pulis,28,7.0,0,40.0,2,18,6.0,85.56,Crystal Palace,21,3.0,6.0,3.0,442,1.0,4.0,7,11,87.49,4,5.0,Arsenal,Arsène Wenger,14,6.0,7.0,6.26,0.0,29,1.0,0,3,0.0,68.13,Emirates Stadium,19,11,89.31,2014-02-02,37,6.64,16.0,75.0,35.62,10.0
451,451,452,452,13,2,10.0,76.82,6.69,34.52,8,"Wojciech Szczesny,Bacary Sagna,Laurent Koscielny,Per Mertesacker,Nacho Monreal,Mathieu Flamini,Jack Wilshere,Serge Gnabry,Mesut Özil,Santiago Cazorla,Olivier Giroud",2.0,5.0,66.67,12,37,6.05,4.0,2.0,3,69.11,8,2.0,9.0,80.0,3.0,13,2.0,3.0,0.0,25.0,"Brad Guzan,Ciaran Clark,Ron Vlaar,Nathan Baker,Matthew Lowton,Antonio Luna,Karim El Ahmadi,Ashley Westwood,Fabian Delph,Gabriel Agbonlahor,Christian Benteke",84.16,2.0,7,37,0.0,8.0,94.44,5.0,3511,3,5.0,Neil Swarbrick,2.0,40.71,13,2,Arsène Wenger,10,9.0,0,11.11,1,11,2.0,92.0,Arsenal,18,5.0,2.0,0.0,4231,1.0,2.0,3,11,63.98,7,5.0,Aston Villa,Paul Lambert,9,5.0,4.0,6.3,1.0,31,2.0,2,2,4.0,30.89,Villa Park,21,11,68.36,2014-01-13,27,6.16,9.0,79.17,59.29,8.0
454,454,455,455,9,9,9.0,70.86,6.37,30.77,4,"Maarten Stekelenburg,Sascha Riether,Brede Hangeland,Dan Burn,Kieran Richardson,Scott Parker,Steve Sidwell,Ashkan Dejagah,Clint Dempsey,Alexander Kacaniklic,Dimitar Berbatov",1.0,2.0,61.11,5,23,6.2,2.0,4.0,6,43.18,15,1.0,4.0,63.33,4.0,13,7.0,1.0,2.0,66.67,"Wojciech Szczesny,Bacary Sagna,Laurent Koscielny,Per Mertesacker,Nacho Monreal,Mathieu Flamini,Jack Wilshere,Serge Gnabry,Mesut Özil,Santiago Cazorla,Olivier Giroud",71.89,1.0,7,23,3.0,3.0,87.5,1.0,4231,10,5.0,Lee Probert,5.0,58.55,13,0,Rene Meulensteen,21,4.0,0,25.0,2,15,13.0,51.59,Fulham,10,1.0,13.0,2.0,4231,1.0,1.0,6,22,84.81,2,4.0,Arsenal,Arsène Wenger,7,8.0,8.0,6.23,1.0,22,5.0,0,6,1.0,56.82,Emirates Stadium,13,21,82.07,2014-01-18,29,6.65,19.0,78.95,41.45,8.0
